,player_id,season,team_x,tournament,apps,mins,goals,assists,yels,reds,shoots_per_game,pass_success,overall_ratings,tackles,intercepts,fouls,offsides_won,clear,drb,blocks,key_pass,drb_won,fouls_given,offsides_given,dispossessed,turnover,total_pass,crosses,long_pass,Name,team_y,Current Team,Shirt Number,Height,birth_date,Nationality,Positions,rating_1,rating_2,rating_3,rating_4,rating_5,rating_6,rating_7,rating_8,rating_9,rating_10
0,137015,2022/2023,Leicester,EPL,27(2),2396,10,,10,0,2.8,79.1,7.24,1.7,,1,0,0.1,1,7.24,2.3,1.5,2.7,0.2,1,1.6,33.2,1.2,1.7,James Maddison,,Leicester,10,175cm,23-11-1996,England,"Attacking Midfielder (Centre, Left, Right)",7.78,6.21,7.09,5.84,7.16,7.89,8.08,8.69,6.84,6.36
1,137015,2021/2022,Leicester,EPL,28(7),2468,12,,3,0,2.1,80.7,7.06,1.1,,0.6,0,0.2,0.9,7.06,1.4,0.9,1.8,0.1,0.9,1.2,27.3,0.6,1.5,James Maddison,,Leicester,10,175cm,23-11-1996,England,"Attacking Midfielder (Centre, Left, Right)",7.78,6.21,7.09,5.84,7.16,7.89,8.08,8.69,6.84,6.36
2,137015,2020/2021,Leicester,EPL,24(7),2105,8,,4,0,2.4,83.3,7.00,1,,0.6,0,0.1,0.9,7.00,1.6,0.9,1.8,0.2,1.1,1.8,32.9,0.8,1.1,James Maddison,,Leicester,10,175cm,23-11-1996,England,"Attacking Midfielder (Centre, Left, Right)",7.78,6.21,7.09,5.84,7.16,7.89,8.08,8.69,6.84,6.36
3,137015,2019/2020,Leicester,EPL,29(2),2629,6,,4,0,2.4,83,7.34,1.9,,1.2,0,0.2,1.5,7.34,2.5,1.6,2.8,0.1,0.9,1.8,47.5,1.9,2.3,James Maddison,,Leicester,10,175cm,23-11-1996,England,"Attacking Midfielder (Centre, Left, Right)",7.78,6.21,7.09,5.84,7.16,7.89,8.08,8.69,6.84,6.36
4,137015,2018/2019,Leicester,EPL,35(1),2850,7,,3,1,2.3,83.8,7.20,1.3,,0.7,0,0.1,1.2,7.20,2.8,1.4,2.2,0.1,1.1,1.3,39,1.9,2.2,James Maddison,,Leicester,10,175cm,23-11-1996,England,"Attacking Midfielder (Centre, Left, Right)",7.78,6.21,7.09,5.84,7.16,7.89,8.08,8.69,6.84,6.36
0,373946,2022/2023,Chelsea,EPL,12(2),1142,1,,3,0,0.4,89.6,6.67,2.1,,0.8,0.4,2.4,0.9,6.67,0.1,0.5,1.6,0,0.4,0.6,59.1,0.1,0.9,Wesley Fofana,,Chelsea,33,190cm,17-12-2000,France,Defender (Centre),6.93,8.02,7.19,6.25,6.63,6.09,6.93,6.74,5.44,4.58
1,373946,2022/2023,Leicester,EPL,2,180,0,,1,0,1,84.2,6.90,2,,1,0,2,1,6.90,0,1,1.5,0.5,0,1.5,69.5,0,1,Wesley Fofana,,Chelsea,33,190cm,17-12-2000,France,Defender (Centre),6.93,8.02,7.19,6.25,6.63,6.09,6.93,6.74,5.44,4.58
2,373946,2021/2022,Leicester,EPL,7,630,0,,2,0,0.4,89,6.87,1.7,,1,0.7,3.7,0.6,6.87,0.3,0.4,1,0,0.3,0.7,75.3,0,2.3,Wesley Fofana,,Chelsea,33,190cm,17-12-2000,France,Defender (Centre),6.93,8.02,7.19,6.25,6.63,6.09,6.93,6.74,5.44,4.58
3,373946,2020/2021,Leicester,EPL,27(1),2265,0,,7,0,0.4,86.4,7.01,1.8,,1.3,0.5,3.3,0.5,7.01,0.2,0.5,1,0.1,0.4,1,60.3,0,2.7,Wesley Fofana,,Chelsea,33,190cm,17-12-2000,France,Defender (Centre),6.93,8.02,7.19,6.25,6.63,6.09,6.93,6.74,5.44,4.58
0,317998,2022/2023,Leicester,EPL,6(1),529,1,,2,0,0.7,78.8,6.82,2,,1,0.9,4.1,0.4,6.82,0.1,0.1,0.6,0,0,0.3,43.7,0,2.6,Çaglar Söyüncü,,Leicester,4,185cm,23-05-1996,Turkey,Defender (Centre),6.18,N/A,5.98,6.53,6.89,6.87,7.57,6.39,8.51,6.27
1,317998,2021/2022,Leicester,EPL,28,2498,1,,5,0,0.3,84.6,6.74,1.7,,0.9,0.7,4,0.6,6.74,0.1,0.1,0.5,0,0.1,0.3,68.6,0.1,3.1,Çaglar Söyüncü,,Leicester,4,185cm,23-05-1996,Turkey,Defender (Centre),6.18,N/A,5.98,6.53,6.89,6.87,7.57,6.39,8.51,6.27
2,317998,2020/2021,Leicester,EPL,19(4),1816,1,,2,0,0.4,88,6.74,1.2,,0.8,0.6,3.4,0.6,6.74,0.3,0.2,0.7,0,0.2,0.3,60.1,0.2,2.1,Çaglar Söyüncü,,Leicester,4,185cm,23-05-1996,Turkey,Defender (Centre),6.18,N/A,5.98,6.53,6.89,6.87,7.57,6.39,8.51,6.27
3,317998,2019/2020,Leicester,EPL,34,3037,1,,4,1,0.5,89.6,7.04,1.8,,0.9,0.6,4.4,0.6,7.04,0.1,0.5,0.6,0,0.1,0.5,68.2,0,3.3,Çaglar Söyüncü,,Leicester,4,185cm,23-05-1996,Turkey,Defender (Centre),6.18,N/A,5.98,6.53,6.89,6.87,7.57,6.39,8.51,6.27
4,317998,2018/2019,Leicester,EPL,4(2),372,0,,1,0,0.3,83.6,6.32,0.8,,1.5,1,3.7,0.5,6.32,0,0.3,0.3,0,0.2,0.3,36.7,0.2,1.2,Çaglar Söyüncü,,Leicester,4,185cm,23-05-1996,Turkey,Defender (Centre),6.18,N/A,5.98,6.53,6.89,6.87,7.57,6.39,8.51,6.27
0,136345,2022/2023,Leicester,EPL,26(4),2261,3,,4,0,1,81.8,6.77,2.2,,1.1,0,0.8,1.3,6.77,0.9,0.8,0.8,0,0.5,1.1,49.1,0.4,2.2,Youri Tielemans,,Leicester,8,176cm,07-05-1997,Belgium,Midfielder (Centre),7.12,6.47,6.05,5.59,5.51,6.8,7.18,6.17,7.32,6.97
1,136345,2021/2022,Leicester,EPL,29(3),2634,6,,3,0,1.8,83.5,6.90,2.3,,1,0,1.1,1.8,6.90,1.2,0.8,1.1,0,0.9,1.4,53.4,0.4,2.3,Youri Tielemans,,Leicester,8,176cm,07-05-1997,Belgium,Midfielder (Centre),7.12,6.47,6.05,5.59,5.51,6.8,7.18,6.17,7.32,6.97
2,136345,2020/2021,Leicester,EPL,37(1),3358,6,,6,0,1.3,81.7,7.09,2.3,,1,0,0.4,1.7,7.09,1.3,1.1,1.4,0,0.9,1.1,65.2,0.6,3,Youri Tielemans,,Leicester,8,176cm,07-05-1997,Belgium,Midfielder (Centre),7.12,6.47,6.05,5.59,5.51,6.8,7.18,6.17,7.32,6.97
3,136345,2019/2020,Leicester,EPL,32(5),2834,3,,2,0,1.5,83,6.88,1.4,,0.9,0,0.3,1.4,6.88,1.5,0.8,1.3,0,0.7,1.3,48.1,0.4,2.7,Youri Tielemans,,Leicester,8,176cm,07-05-1997,Belgium,Midfielder (Centre),7.12,6.47,6.05,5.59,5.51,6.8,7.18,6.17,7.32,6.97
4,136345,2018/2019,Leicester,EPL,13,1092,3,,2,0,2.4,85,7.14,1.3,,0.8,0,0.8,0.9,7.14,1.2,0.9,1.2,0,1.2,1.4,49.3,0.2,3.4,Youri Tielemans,,Leicester,8,176cm,07-05-1997,Belgium,Midfielder (Centre),7.12,6.47,6.05,5.59,5.51,6.8,7.18,6.17,7.32,6.97
0,301441,2022/2023,Leicester,EPL,14,1254,0,,0,0,0.4,81.5,6.74,1.4,,0.6,0.5,2.6,0.4,6.74,0.5,0.3,2.1,0.1,0.4,1.1,48.7,0.5,1.9,James Justin,,Leicester,2,183cm,23-02-1998,England,"Defender (Centre, Left, Right), Midfielder (Left, Right)",5.71,6.59,7.03,6.69,7.07,6.96,7.59,6.67,7.18,7.89
1,301441,2021/2022,Leicester,EPL,11(2),997,0,,0,0,0.4,80.6,6.70,1.7,,0.5,0.2,2.5,0.6,6.70,0.7,0.4,0.9,0.1,0.8,0.4,42.9,0.2,1.2,James Justin,,Leicester,2,183cm,23-02-1998,England,"Defender (Centre, Left, Right), Midfielder (Left, Right)",5.71,6.59,7.03,6.69,7.07,6.96,7.59,6.67,7.18,7.89
2,301441,2020/2021,Leicester,EPL,23,2070,2,,4,0,0.4,80.5,7.03,2.7,,0.7,0.2,1.9,0.9,7.03,0.9,0.8,1.7,0.1,0.6,1.3,45.8,0.3,1.2,James Justin,,Leicester,2,183cm,23-02-1998,England,"Defender (Centre, Left, Right), Midfielder (Left, Right)",5.71,6.59,7.03,6.69,7.07,6.96,7.59,6.67,7.18,7.89
3,301441,2019/2020,Leicester,EPL,11(2),1010,0,,1,0,0.5,82.6,6.80,2.8,,0.6,0.3,1.8,0.8,6.80,0.9,0.6,1.5,0.1,0.9,1.4,52.5,0.5,1.5,James Justin,,Leicester,2,183cm,23-02-1998,England,"Defender (Centre, Left, Right), Midfielder (Left, Right)",5.71,6.59,7.03,6.69,7.07,6.96,7.59,6.67,7.18,7.89
0,141169,2022/2023,Leicester,EPL,35(1),3167,2,,3,0,0.5,80.6,6.72,2.4,,0.7,0.2,2.6,1.2,6.72,0.6,0.3,0.4,0.2,0.5,0.9,40.8,0.4,1.1,Timothy Castagne,,Leicester,27,185cm,05-12-1995,Belgium,"Defender (Centre, Left, Right), Midfielder (Left, Right)",7.15,6.61,6.75,6.13,7.29,6.57,6.21,5.93,6.09,7.29
1,141169,2021/2022,Leicester,EPL,22(5),2126,1,,1,0,0.3,82,6.70,2.5,,0.6,0.2,1.7,0.6,6.70,0.6,0.2,0.3,0,0.4,1,40.8,0.4,1.3,Timothy Castagne,,Leicester,27,185cm,05-12-1995,Belgium,"Defender (Centre, Left, Right), Midfielder (Left, Right)",7.15,6.61,6.75,6.13,7.29,6.57,6.21,5.93,6.09,7.29
2,141169,2020/2021,Leicester,EPL,27,2346,2,,1,0,0.3,84.3,6.82,1.9,,0.7,0.2,1.9,0.7,6.82,0.8,0.4,0.5,0,0.4,0.9,49,0.3,0.9,Timothy Castagne,,Leicester,27,185cm,05-12-1995,Belgium,"Defender (Centre, Left, Right), Midfielder (Left, Right)",7.15,6.61,6.75,6.13,7.29,6.57,6.21,5.93,6.09,7.29
0,391256,2022/2023,Leicester,EPL,27(3),2245,2,,3,1,0.8,78.3,6.69,1.7,,1.2,0,0.7,0.9,6.69,1.3,1.3,1.2,0,1,2.4,35.2,0.3,1.8,Kiernan Dewsbury-Hall,,Leicester,22,178cm,06-09-1998,England,Midfielder (Centre),7.13,N/A,6.24,7.3,6.87,6.67,5.17,6.64,6.86,6.47
1,391256,2021/2022,Leicester,EPL,23(5),2106,1,,4,0,0.8,81.2,6.66,1.4,,0.7,0,0.8,0.8,6.66,1.3,1.1,1,0,1.6,2,41,0.3,1.1,Kiernan Dewsbury-Hall,,Leicester,22,178cm,06-09-1998,England,Midfielder (Centre),7.13,N/A,6.24,7.3,6.87,6.67,5.17,6.64,6.86,6.47
0,299693,2022/2023,Leicester,EPL,30,2697,0,,4,1,0.4,85.3,6.64,1.9,,0.8,0.6,3.5,0.5,6.64,0.3,0.3,0.5,0,0.2,0.5,59.4,0,2.5,Wout Faes,,Leicester,3,187cm,03-04-1998,Belgium,Defender (Centre),6.79,6.59,7.47,6.06,7.31,6.19,6.91,5.7,7.08,6.99
0,344380,2022/2023,Leicester,EPL,11(1),991,0,,2,0,0.7,81.4,6.64,1.3,,0.4,0.3,3.8,0.9,6.64,0.3,0.3,0.4,0.1,0,0.3,45.7,0,1.8,Harry Souttar,,Leicester,5,198cm,22-10-1998,Australia,Defender (Centre),6.22,6.1,6.86,6.7,7.75,6.49,6.76,6.28,5.95,7.36
0,331382,2022/2023,Leicester,EPL,31(2),2630,12,,3,0,2.1,72.9,6.63,0.8,,1.2,0,0.3,0.8,6.63,0.5,0.8,1.1,0.2,1.2,2.2,21.1,0.2,0.3,Harvey Barnes,,Leicester,7,174cm,09-12-1997,England,"Attacking Midfielder (Centre, Left)",6.18,7.11,6.47,7.22,5.92,6.34,6.97,7.69,6.59,6.08
1,331382,2021/2022,Leicester,EPL,24(8),2107,6,,2,0,2.1,76.4,6.79,1,,0.6,0,0.2,0.5,6.79,0.9,1,0.6,0.3,1.3,1.8,22,0.2,0.3,Harvey Barnes,,Leicester,7,174cm,09-12-1997,England,"Attacking Midfielder (Centre, Left)",6.18,7.11,6.47,7.22,5.92,6.34,6.97,7.69,6.59,6.08
2,331382,2020/2021,Leicester,EPL,22(3),1950,9,,0,0,2.2,75.2,6.98,0.8,,0.6,0,0.4,0.7,6.98,1,1.6,1.3,0,1.2,2.3,24.2,0.1,0.7,Harvey Barnes,,Leicester,7,174cm,09-12-1997,England,"Attacking Midfielder (Centre, Left)",6.18,7.11,6.47,7.22,5.92,6.34,6.97,7.69,6.59,6.08
3,331382,2019/2020,Leicester,EPL,24(12),2094,6,,0,0,1.7,79.5,6.76,0.4,,0.6,0,0.1,0.5,6.76,1,1.2,0.8,0.1,0.6,1.6,19.4,0.1,0.3,Harvey Barnes,,Leicester,7,174cm,09-12-1997,England,"Attacking Midfielder (Centre, Left)",6.18,7.11,6.47,7.22,5.92,6.34,6.97,7.69,6.59,6.08
4,331382,2018/2019,Leicester,EPL,11(5),1010,1,,0,0,2.5,77.2,6.70,0.6,,0.4,0,0.3,0.1,6.70,1.1,1.9,0.4,0.1,0.9,1.8,19.4,0.2,0.1,Harvey Barnes,,Leicester,7,174cm,09-12-1997,England,"Attacking Midfielder (Centre, Left)",6.18,7.11,6.47,7.22,5.92,6.34,6.97,7.69,6.59,6.08
5,331382,2017/2018,Leicester,EPL,0(3),8,0,,0,0,0.3,100,6.02,0,,0.3,0,0,0,6.02,0,0,0,0,0,0.3,2,0,0,Harvey Barnes,,Leicester,7,174cm,09-12-1997,England,"Attacking Midfielder (Centre, Left)",6.18,7.11,6.47,7.22,5.92,6.34,6.97,7.69,6.59,6.08
0,135366,2022/2023,Leicester,EPL,3(5),380,0,,0,0,1,75.7,6.55,1.4,,0.9,0.1,0.3,1.4,6.55,1.4,0.8,1.5,0,1.4,1.5,19,0.3,0.5,Ayoze Pérez,,Real Betis,21,178cm,29-07-1993,Spain,"Attacking Midfielder (Centre, Left, Right), Forward",6.72,6.92,8.03,7.29,6.5,6.12,7.01,7.17,6.94,6.35
1,135366,2021/2022,Leicester,EPL,6(8),444,2,,0,1,0.8,80.7,6.35,0.3,,0.4,0,0.3,0.9,6.35,0.8,0.7,0.5,0,0.9,1.1,10.7,0.1,0.1,Ayoze Pérez,,Real Betis,21,178cm,29-07-1993,Spain,"Attacking Midfielder (Centre, Left, Right), Forward",6.72,6.92,8.03,7.29,6.5,6.12,7.01,7.17,6.94,6.35
2,135366,2020/2021,Leicester,EPL,15(10),1333,2,,2,0,1.2,76.8,6.60,1.3,,1.2,0,0.3,1.4,6.60,0.9,1.2,0.9,0.3,1,1.5,18.8,0.3,0.2,Ayoze Pérez,,Real Betis,21,178cm,29-07-1993,Spain,"Attacking Midfielder (Centre, Left, Right), Forward",6.72,6.92,8.03,7.29,6.5,6.12,7.01,7.17,6.94,6.35
3,135366,2019/2020,Leicester,EPL,26(7),2020,8,,0,0,1.4,79.7,6.77,1.4,,0.9,0,0.2,1.4,6.77,0.8,1.1,0.9,0.2,1.8,1.9,22.2,0.2,0.3,Ayoze Pérez,,Real Betis,21,178cm,29-07-1993,Spain,"Attacking Midfielder (Centre, Left, Right), Forward",6.72,6.92,8.03,7.29,6.5,6.12,7.01,7.17,6.94,6.35
4,135366,2018/2019,Newcastle,EPL,34(3),2928,12,,2,0,1.5,75.9,6.95,1.6,,1.2,0,0.8,1.2,6.95,1.2,1.2,1.1,0.2,2.1,2.7,21.1,0.1,0.7,Ayoze Pérez,,Real Betis,21,178cm,29-07-1993,Spain,"Attacking Midfielder (Centre, Left, Right), Forward",6.72,6.92,8.03,7.29,6.5,6.12,7.01,7.17,6.94,6.35
5,135366,2017/2018,Newcastle,EPL,28(8),2497,8,,3,0,1.7,71.3,6.74,1.1,,1,0,0.7,1.2,6.74,1,0.9,1.5,0.4,1.9,2.4,19.9,0.1,0.3,Ayoze Pérez,,Real Betis,21,178cm,29-07-1993,Spain,"Attacking Midfielder (Centre, Left, Right), Forward",6.72,6.92,8.03,7.29,6.5,6.12,7.01,7.17,6.94,6.35
6,135366,2015/2016,Newcastle,EPL,22(12),2050,6,,4,0,1.5,75.6,6.71,1.6,,1,0,0.4,1.2,6.71,0.9,1.2,1.1,0.1,1.9,1.6,17.2,0.5,0.7,Ayoze Pérez,,Real Betis,21,178cm,29-07-1993,Spain,"Attacking Midfielder (Centre, Left, Right), Forward",6.72,6.92,8.03,7.29,6.5,6.12,7.01,7.17,6.94,6.35
7,135366,2014/2015,Newcastle,EPL,25(11),2372,7,,0,0,1.7,79.9,6.74,1.1,,0.9,0,0.6,0.8,6.74,0.8,1.7,1.1,0.3,2.3,2.5,15.8,0.2,0.2,Ayoze Pérez,,Real Betis,21,178cm,29-07-1993,Spain,"Attacking Midfielder (Centre, Left, Right), Forward",6.72,6.92,8.03,7.29,6.5,6.12,7.01,7.17,6.94,6.35
0,243552,2022/2023,Leicester,EPL,18(2),1610,0,,1,0,0.3,91.3,6.53,1,,0.4,0.7,3.5,0.1,6.53,0.3,0.1,0.2,0,0.2,0.4,55.4,0,1.5,Daniel Amartey,,Leicester,18,186cm,21-12-1994,Ghana,"Defender (Centre, Right), Defensive Midfielder (C)",6.03,6.02,6.53,N/A,N/A,5.58,6.24,N/A,N/A,7.25
1,243552,2021/2022,Leicester,EPL,23(5),2120,0,,4,0,0.1,90.7,6.45,0.9,,0.5,0.5,3.3,0.4,6.45,0.1,0.2,0.3,0,0,0.3,54.8,0,1.8,Daniel Amartey,,Leicester,18,186cm,21-12-1994,Ghana,"Defender (Centre, Right), Defensive Midfielder (C)",6.03,6.02,6.53,N/A,N/A,5.58,6.24,N/A,N/A,7.25
2,243552,2020/2021,Leicester,EPL,9(4),722,1,,3,0,0.2,86.3,6.40,0.8,,0.2,0.3,1.8,0.3,6.40,0,0.1,0.1,0,0.2,0.4,34.9,0,1.2,Daniel Amartey,,Leicester,18,186cm,21-12-1994,Ghana,"Defender (Centre, Right), Defensive Midfielder (C)",6.03,6.02,6.53,N/A,N/A,5.58,6.24,N/A,N/A,7.25
3,243552,2018/2019,Leicester,EPL,7(2),641,0,,2,0,0.4,85.2,6.69,2,,0.7,0.2,2.8,0.6,6.69,0.3,0.2,0.1,0.1,0.4,0.3,41.2,0,2.2,Daniel Amartey,,Leicester,18,186cm,21-12-1994,Ghana,"Defender (Centre, Right), Defensive Midfielder (C)",6.03,6.02,6.53,N/A,N/A,5.58,6.24,N/A,N/A,7.25
