,player_id,season,apps,mins,goals,yels,reds,shoots_per_game,pass_success,overall_ratings,tackles,fouls,offsides_won,clear,drb,blocks,key_pass,drb_won,fouls_given,offsides_given,dispossessed,turnover,total_pass,crosses,long_pass,Name,Current Team,Height,birth_date,rating_1,rating_2,rating_3,rating_4,rating_5,rating_6,rating_7,rating_8,rating_9,rating_10,avg_rating_10_games
12,247454,2022/2023,36,3074,15,4,0,2.6,84.1,7.29,1.0,0.8,0.0,0.3,0.9,7.29,2.0,1.3,0.7,0.0,1.3,1.2,45.6,0.5,1.5,Martin Ødegaard,Arsenal,178cm,17-12-1998,7.11,7.98,6.32,7.43,7.46,5.94,8.76,8.13,5.95,5.64,7.072
13,247454,2021/2022,32(4),2793,7,4,0,1.5,86.0,6.91,1.4,0.8,0.1,0.3,1.1,6.91,2.1,0.7,0.6,0.1,1.3,1.1,43.3,0.5,1.2,Martin Ødegaard,Arsenal,178cm,17-12-1998,7.11,7.98,6.32,7.43,7.46,5.94,8.76,8.13,5.95,5.64,7.072
14,247454,2020/2021,9(5),866,1,0,0,1.1,90.9,6.72,0.6,0.1,0.0,0.4,0.7,6.72,1.4,0.9,0.6,0.1,0.8,1.0,35.4,0.7,0.9,Martin Ødegaard,Arsenal,178cm,17-12-1998,7.11,7.98,6.32,7.43,7.46,5.94,8.76,8.13,5.95,5.64,7.072
15,380706,2022/2023,34(2),2806,15,3,0,2.2,82.4,7.25,0.9,1.1,0.0,0.3,0.4,7.25,1.6,1.7,1.0,0.2,1.6,2.3,27.1,0.5,1.0,Gabriel Martinelli,Arsenal,178cm,18-06-2001,6.6,7.76,8.48,8.43,7.6,8.26,5.95,5.8,7.77,6.37,7.302
16,380706,2021/2022,21(8),1866,6,1,1,1.8,79.7,6.86,0.9,0.8,0.0,0.4,0.7,6.86,1.2,1.6,0.7,0.3,1.2,2.0,18.1,0.4,0.5,Gabriel Martinelli,Arsenal,178cm,18-06-2001,6.6,7.76,8.48,8.43,7.6,8.26,5.95,5.8,7.77,6.37,7.302
17,380706,2020/2021,7(7),588,2,0,0,1.4,79.9,6.66,0.5,0.6,0.0,0.2,0.4,6.66,0.6,0.9,0.3,0.1,0.5,1.6,10.3,0.4,0.2,Gabriel Martinelli,Arsenal,178cm,18-06-2001,6.6,7.76,8.48,8.43,7.6,8.26,5.95,5.8,7.77,6.37,7.302
18,380706,2019/2020,6(8),657,3,1,0,0.9,69.8,6.4,1.4,0.6,0.0,0.4,0.9,6.4,0.1,0.6,0.7,0.1,0.9,2.1,8.3,0.0,0.1,Gabriel Martinelli,Arsenal,178cm,18-06-2001,6.6,7.76,8.48,8.43,7.6,8.26,5.95,5.8,7.77,6.37,7.302
19,89401,2022/2023,35(1),2929,5,5,0,1.0,86.4,6.94,0.9,0.7,0.1,1.1,0.7,6.94,1.3,0.4,1.1,0.1,0.7,0.9,43.0,0.1,1.9,Granit Xhaka,Arsenal,186cm,27-09-1992,8.89,6.93,7.86,6.49,6.95,6.34,8.09,7.18,6.13,6.08,7.094000000000001
20,89401,2021/2022,27,2331,1,10,1,1.0,86.8,6.67,1.2,1.1,0.1,1.0,0.9,6.67,1.2,0.7,0.7,0.1,0.9,0.9,57.1,0.3,2.0,Granit Xhaka,Arsenal,186cm,27-09-1992,8.89,6.93,7.86,6.49,6.95,6.34,8.09,7.18,6.13,6.08,7.094000000000001
21,89401,2020/2021,29(2),2522,1,7,1,0.7,90.2,6.73,1.6,1.3,0.0,1.2,0.9,6.73,0.5,0.3,1.2,0.0,0.4,0.6,70.6,0.1,4.2,Granit Xhaka,Arsenal,186cm,27-09-1992,8.89,6.93,7.86,6.49,6.95,6.34,8.09,7.18,6.13,6.08,7.094000000000001
22,89401,2019/2020,30(1),2591,1,10,0,0.4,88.1,6.78,1.5,1.8,0.1,1.8,1.0,6.78,0.5,0.8,1.0,0.0,0.4,0.9,61.4,0.1,4.1,Granit Xhaka,Arsenal,186cm,27-09-1992,8.89,6.93,7.86,6.49,6.95,6.34,8.09,7.18,6.13,6.08,7.094000000000001
23,89401,2018/2019,29,2502,4,10,0,1.0,85.3,7.03,1.8,1.6,0.2,1.9,1.2,7.03,1.4,0.2,1.8,0.0,0.6,0.6,77.4,1.1,5.5,Granit Xhaka,Arsenal,186cm,27-09-1992,8.89,6.93,7.86,6.49,6.95,6.34,8.09,7.18,6.13,6.08,7.094000000000001
24,89401,2017/2018,37(1),3266,1,10,0,1.7,86.9,7.02,2.1,1.5,0.1,1.7,1.1,7.02,1.0,0.5,1.1,0.0,0.5,0.9,82.0,0.8,4.9,Granit Xhaka,Arsenal,186cm,27-09-1992,8.89,6.93,7.86,6.49,6.95,6.34,8.09,7.18,6.13,6.08,7.094000000000001
25,89401,2016/2017,28(4),2486,2,5,2,1.1,89.4,6.96,2.4,1.2,0.0,1.0,1.3,6.96,1.1,0.6,0.6,0.0,0.7,0.6,71.8,0.2,5.7,Granit Xhaka,Arsenal,186cm,27-09-1992,8.89,6.93,7.86,6.49,6.95,6.34,8.09,7.18,6.13,6.08,7.094000000000001
26,273257,2022/2023,26(1),2135,1,3,0,1.0,87.8,6.86,1.5,0.2,0.4,1.1,0.7,6.86,0.7,0.6,0.4,0.0,0.6,0.6,63.6,0.3,2.3,Oleksandr Zinchenko,Arsenal,175cm,15-12-1996,6.92,6.97,6.77,6.44,7.05,6.59,5.73,6.08,7.06,6.86,6.647
27,273257,2021/2022,10(5),1045,0,0,0,0.8,90.7,7.05,1.3,0.7,0.3,0.7,0.6,7.05,1.1,0.5,0.1,0.1,0.4,0.7,64.7,0.3,1.6,Oleksandr Zinchenko,Arsenal,175cm,15-12-1996,6.92,6.97,6.77,6.44,7.05,6.59,5.73,6.08,7.06,6.86,6.647
28,273257,2020/2021,15(5),1474,0,0,0,0.8,89.8,6.84,1.3,0.5,0.2,1.3,0.5,6.84,0.8,0.3,0.2,0.1,0.3,0.8,68.4,0.3,1.5,Oleksandr Zinchenko,Arsenal,175cm,15-12-1996,6.92,6.97,6.77,6.44,7.05,6.59,5.73,6.08,7.06,6.86,6.647
29,273257,2019/2020,13(6),1273,0,0,1,0.8,90.7,6.7,1.6,0.7,0.3,1.0,0.8,6.7,1.1,0.2,0.1,0.1,0.4,0.7,63.7,0.7,1.7,Oleksandr Zinchenko,Arsenal,175cm,15-12-1996,6.92,6.97,6.77,6.44,7.05,6.59,5.73,6.08,7.06,6.86,6.647
30,273257,2018/2019,14,1153,0,1,0,0.5,91.5,7.19,2.4,1.1,0.0,1.1,1.4,7.19,0.9,0.4,0.4,0.1,0.4,0.5,84.6,0.5,2.6,Oleksandr Zinchenko,Arsenal,175cm,15-12-1996,6.92,6.97,6.77,6.44,7.05,6.59,5.73,6.08,7.06,6.86,6.647
31,273257,2017/2018,6(2),533,0,1,0,0.6,92.4,7.11,2.9,0.9,0.1,0.9,0.8,7.11,1.0,0.4,0.1,0.3,0.3,0.3,84.0,0.0,2.1,Oleksandr Zinchenko,Arsenal,175cm,15-12-1996,6.92,6.97,6.77,6.44,7.05,6.59,5.73,6.08,7.06,6.86,6.647
32,334087,2022/2023,37,3321,3,5,0,0.9,89.6,6.85,1.3,0.6,0.7,3.2,0.2,6.85,0.1,0.1,1.0,0.0,0.1,0.5,63.2,0.0,2.3,Gabriel Magalhães,Arsenal,190cm,19-12-1997,6.62,7.42,7.51,7.28,6.43,5.45,6.66,6.9,5.82,7.0,6.7090000000000005
33,334087,2021/2022,35,3068,5,6,1,0.8,89.5,6.74,1.4,0.7,0.6,3.1,0.3,6.74,0.3,0.1,1.1,0.0,0.1,0.5,58.2,0.0,2.5,Gabriel Magalhães,Arsenal,190cm,19-12-1997,6.62,7.42,7.51,7.28,6.43,5.45,6.66,6.9,5.82,7.0,6.7090000000000005
34,334087,2020/2021,22(1),1997,2,2,1,0.7,85.7,6.73,1.1,1.0,0.5,3.2,0.3,6.73,0.1,0.2,1.1,0.0,0.3,0.2,67.4,0.0,2.2,Gabriel Magalhães,Arsenal,190cm,19-12-1997,6.62,7.42,7.51,7.28,6.43,5.45,6.66,6.9,5.82,7.0,6.7090000000000005
35,322036,2022/2023,35(2),2978,2,5,0,0.3,86.4,6.78,1.6,0.7,0.4,2.0,0.7,6.78,0.7,0.2,0.8,0.0,0.2,0.7,51.6,0.4,1.6,Ben White,Arsenal,186cm,08-10-1997,7.47,7.57,6.41,7.19,6.62,5.77,6.89,6.72,5.94,6.24,6.6819999999999995
36,322036,2021/2022,32,2880,0,3,0,0.4,84.6,6.78,1.4,0.6,0.6,3.2,0.5,6.78,0.4,0.3,0.8,0.0,0.3,0.6,56.6,0.0,2.8,Ben White,Arsenal,186cm,08-10-1997,7.47,7.57,6.41,7.19,6.62,5.77,6.89,6.72,5.94,6.24,6.6819999999999995
37,322036,2020/2021,36,3195,0,3,1,0.3,83.2,6.6,1.4,0.8,0.3,1.4,0.9,6.6,0.2,0.7,0.3,0.0,0.3,0.6,48.5,0.0,2.3,Ben White,Arsenal,186cm,08-10-1997,7.47,7.57,6.41,7.19,6.62,5.77,6.89,6.72,5.94,6.24,6.6819999999999995
38,361822,2022/2023,27,2416,2,4,0,0.2,91.0,6.77,1.3,0.7,0.5,3.0,0.1,6.77,0.2,0.3,0.5,0.0,0.2,0.6,69.0,0.0,2.4,William Saliba,Arsenal,192cm,24-03-2001,6.73,6.26,6.07,6.61,6.9,6.91,6.76,7.54,7.8,6.49,6.8069999999999995
39,113994,2022/2023,16,1326,7,1,0,2.4,74.4,6.99,0.6,0.6,0.0,0.0,0.4,6.99,1.4,0.9,0.8,0.3,1.6,2.4,29.5,0.6,1.6,Leandro Trossard,Arsenal,172cm,04-12-1994,6.36,7.83,5.99,6.11,6.58,6.23,7.17,6.09,5.51,6.11,6.398
40,113994,2022/2023,9(10),851,1,0,0,0.8,83.5,6.74,0.5,0.5,0.0,0.0,0.5,6.74,1.1,0.7,0.8,0.2,1.2,0.9,19.1,0.8,0.8,Leandro Trossard,Arsenal,172cm,04-12-1994,6.36,7.83,5.99,6.11,6.58,6.23,7.17,6.09,5.51,6.11,6.398
41,113994,2021/2022,32(2),2812,8,2,0,2.2,77.9,6.9,1.0,0.7,0.0,0.2,0.8,6.9,1.4,1.6,0.8,0.4,2.1,2.7,32.9,0.4,2.1,Leandro Trossard,Arsenal,172cm,04-12-1994,6.36,7.83,5.99,6.11,6.58,6.23,7.17,6.09,5.51,6.11,6.398
42,113994,2020/2021,30(5),2622,5,2,0,1.7,78.8,6.8,0.9,0.8,0.0,0.1,0.7,6.8,1.4,1.1,0.9,0.1,1.7,1.9,28.5,0.7,1.6,Leandro Trossard,Arsenal,172cm,04-12-1994,6.36,7.83,5.99,6.11,6.58,6.23,7.17,6.09,5.51,6.11,6.398
43,113994,2019/2020,22(9),2016,5,0,0,1.3,74.5,6.54,0.7,0.5,0.0,0.2,1.0,6.54,1.4,0.9,0.4,0.1,1.1,1.6,22.9,0.6,1.3,Leandro Trossard,Arsenal,172cm,04-12-1994,6.36,7.83,5.99,6.11,6.58,6.23,7.17,6.09,5.51,6.11,6.398
44,342564,2022/2023,0(10),173,3,0,0,1.1,89.4,6.68,0.4,0.8,0.0,0.3,0.2,6.68,0.7,0.7,0.4,0.0,0.9,0.1,9.4,0.3,0.2,Reiss Nelson,Arsenal,175cm,10-12-1999,8.35,7.42,6.47,6.67,6.13,6.5,6.2,5.94,6.13,6.12,6.593000000000001
45,342564,2021/2022,0(1),19,0,0,0,1.0,66.7,6.04,1.0,0.0,0.0,0.0,1.0,6.04,1.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,Reiss Nelson,Arsenal,175cm,10-12-1999,8.35,7.42,6.47,6.67,6.13,6.5,6.2,5.94,6.13,6.12,6.593000000000001
46,342564,2020/2021,0(2),70,0,0,0,0.5,82.4,6.2,0.5,1.0,0.0,0.5,0.0,6.2,0.0,0.5,0.5,0.0,1.0,0.0,8.5,1.0,1.0,Reiss Nelson,Arsenal,175cm,10-12-1999,8.35,7.42,6.47,6.67,6.13,6.5,6.2,5.94,6.13,6.12,6.593000000000001
47,342564,2019/2020,7(10),628,1,1,0,0.6,85.5,6.4,0.6,0.5,0.0,0.1,0.6,6.4,0.5,1.0,0.5,0.2,0.8,0.9,12.2,0.5,0.6,Reiss Nelson,Arsenal,175cm,10-12-1999,8.35,7.42,6.47,6.67,6.13,6.5,6.2,5.94,6.13,6.12,6.593000000000001
48,342564,2017/2018,2(1),146,0,0,0,0.7,92.4,6.44,1.3,0.0,0.0,0.0,0.0,6.44,0.3,0.3,0.7,0.0,0.3,1.7,26.3,0.0,0.3,Reiss Nelson,Arsenal,175cm,10-12-1999,8.35,7.42,6.47,6.67,6.13,6.5,6.2,5.94,6.13,6.12,6.593000000000001
49,316858,2022/2023,37,3330,0,1,0,0.0,63.3,6.63,0.0,0.0,0.0,0.9,0.0,6.63,0.0,0.0,0.1,0.0,0.0,0.0,24.5,0.0,3.6,Aaron Ramsdale,Arsenal,188cm,14-05-1998,7.08,6.91,6.93,5.95,5.09,6.72,6.83,7.92,5.83,6.27,6.553
50,316858,2021/2022,34,3060,0,1,0,0.0,62.6,6.65,0.1,0.0,0.0,1.1,0.0,6.65,0.0,0.0,0.1,0.0,0.0,0.0,29.7,0.0,4.7,Aaron Ramsdale,Arsenal,188cm,14-05-1998,7.08,6.91,6.93,5.95,5.09,6.72,6.83,7.92,5.83,6.27,6.553
51,316858,2020/2021,38,3420,0,1,0,0.0,43.4,6.55,0.0,0.0,0.0,0.9,0.0,6.55,0.1,0.1,0.1,0.0,0.0,0.1,26.8,0.0,7.4,Aaron Ramsdale,Arsenal,188cm,14-05-1998,7.08,6.91,6.93,5.95,5.09,6.72,6.83,7.92,5.83,6.27,6.553
52,316858,2019/2020,37,3330,0,0,0,0.0,52.0,6.69,0.1,0.0,0.0,1.1,0.0,6.69,0.1,0.0,0.1,0.0,0.0,0.0,25.5,0.0,5.5,Aaron Ramsdale,Arsenal,188cm,14-05-1998,7.08,6.91,6.93,5.95,5.09,6.72,6.83,7.92,5.83,6.27,6.553
53,106968,2022/2023,8(5),765,0,0,0,0.4,87.5,6.54,1.1,0.4,0.0,0.5,1.2,6.54,0.4,0.2,1.4,0.0,0.6,0.5,51.6,0.0,1.7,Jorginho,Arsenal,180cm,20-12-1991,6.42,6.0,5.54,6.23,6.34,6.28,6.45,7.24,6.39,6.43,6.332000000000001
54,106968,2022/2023,15(3),1282,2,4,0,0.3,85.2,6.65,2.3,0.7,0.1,0.3,1.3,6.65,0.4,0.3,1.3,0.0,0.5,0.8,48.8,0.0,2.1,Jorginho,Arsenal,180cm,20-12-1991,6.42,6.0,5.54,6.23,6.34,6.28,6.45,7.24,6.39,6.43,6.332000000000001
55,106968,2021/2022,26(3),2279,6,5,0,0.6,89.3,6.97,2.2,1.0,0.0,0.7,1.9,6.97,0.9,0.6,1.3,0.0,0.7,0.8,64.9,0.0,2.1,Jorginho,Arsenal,180cm,20-12-1991,6.42,6.0,5.54,6.23,6.34,6.28,6.45,7.24,6.39,6.43,6.332000000000001
56,106968,2020/2021,23(5),2014,7,2,0,0.5,89.2,6.88,2.0,1.1,0.0,0.7,1.6,6.88,0.9,0.6,1.0,0.0,0.5,0.7,63.7,0.1,2.7,Jorginho,Arsenal,180cm,20-12-1991,6.42,6.0,5.54,6.23,6.34,6.28,6.45,7.24,6.39,6.43,6.332000000000001
57,106968,2019/2020,27(4),2384,4,10,0,0.4,88.4,6.85,2.1,0.9,0.0,0.8,1.8,6.85,0.7,0.4,1.0,0.0,0.7,0.6,72.8,0.0,4.3,Jorginho,Arsenal,180cm,20-12-1991,6.42,6.0,5.54,6.23,6.34,6.28,6.45,7.24,6.39,6.43,6.332000000000001
58,106968,2018/2019,37,3165,2,8,0,0.5,89.3,6.88,2.1,0.9,0.0,0.9,1.4,6.88,0.8,0.4,0.6,0.0,0.8,0.9,84.3,0.0,2.5,Jorginho,Arsenal,180cm,20-12-1991,6.42,6.0,5.54,6.23,6.34,6.28,6.45,7.24,6.39,6.43,6.332000000000001
59,345845,2022/2023,9(20),1062,4,3,0,1.4,81.7,6.46,0.4,1.0,0.0,0.2,0.2,6.46,0.3,0.5,0.9,0.3,0.7,1.0,8.5,0.0,0.1,Eddie Nketiah,Arsenal,175cm,30-05-1999,5.83,8.09,6.21,6.94,6.0,6.28,5.97,5.91,5.86,5.96,6.305000000000001
60,345845,2021/2022,8(13),825,5,3,0,1.4,77.7,6.6,0.4,0.8,0.0,0.2,0.1,6.6,0.6,0.7,0.7,0.2,0.5,1.2,10.7,0.0,0.0,Eddie Nketiah,Arsenal,175cm,30-05-1999,5.83,8.09,6.21,6.94,6.0,6.28,5.97,5.91,5.86,5.96,6.305000000000001
61,345845,2020/2021,4(13),415,2,0,0,0.7,82.4,6.33,0.2,0.6,0.0,0.3,0.1,6.33,0.5,0.4,0.6,0.0,0.3,0.8,5.4,0.1,0.0,Eddie Nketiah,Arsenal,175cm,30-05-1999,5.83,8.09,6.21,6.94,6.0,6.28,5.97,5.91,5.86,5.96,6.305000000000001
62,345845,2019/2020,7(6),633,2,0,1,1.2,75.0,6.4,0.5,1.2,0.0,0.4,0.3,6.4,0.4,0.8,0.8,0.2,1.2,1.6,10.8,0.0,0.2,Eddie Nketiah,Arsenal,175cm,30-05-1999,5.83,8.09,6.21,6.94,6.0,6.28,5.97,5.91,5.86,5.96,6.305000000000001
63,345845,2018/2019,0(5),63,1,0,0,0.6,90.0,6.29,0.2,0.2,0.0,0.2,0.0,6.29,0.2,0.4,0.4,0.4,0.6,0.4,4.0,0.0,0.0,Eddie Nketiah,Arsenal,175cm,30-05-1999,5.83,8.09,6.21,6.94,6.0,6.28,5.97,5.91,5.86,5.96,6.305000000000001
64,345845,2017/2018,0(3),17,0,0,0,0.3,85.7,6.05,0.3,0.3,0.3,0.0,0.0,6.05,0.0,0.0,0.0,0.0,0.3,0.3,2.3,0.0,0.0,Eddie Nketiah,Arsenal,175cm,30-05-1999,5.83,8.09,6.21,6.94,6.0,6.28,5.97,5.91,5.86,5.96,6.305000000000001
65,394924,2022/2023,3(18),486,1,0,0,0.7,84.2,6.32,0.3,0.1,0.0,0.1,0.1,6.32,0.6,0.3,0.2,0.0,0.4,0.6,12.4,0.2,0.2,Fábio Vieira,Arsenal,170cm,30-05-2000,6.93,6.47,6.9,7.35,6.23,5.93,6.09,6.17,6.13,6.19,6.439
66,297403,2022/2023,6(20),769,0,0,0,0.3,77.8,6.26,0.8,0.2,0.1,0.8,0.1,6.26,0.2,0.1,0.3,0.0,0.0,0.3,15.3,0.1,0.7,Kieran Tierney,Arsenal,178cm,05-06-1997,6.66,7.05,7.05,5.96,6.25,6.59,6.23,6.4,6.02,6.15,6.436000000000002
67,297403,2021/2022,22,1919,1,0,0,0.7,82.5,6.77,0.8,0.2,0.2,2.2,0.0,6.77,0.9,0.4,0.7,0.0,0.4,0.8,41.1,0.7,2.0,Kieran Tierney,Arsenal,178cm,05-06-1997,6.66,7.05,7.05,5.96,6.25,6.59,6.23,6.4,6.02,6.15,6.436000000000002
68,297403,2020/2021,26(1),2302,1,4,0,0.6,79.6,6.68,1.0,0.5,0.2,2.1,0.7,6.68,1.1,0.6,0.7,0.0,0.5,0.9,43.7,0.9,1.6,Kieran Tierney,Arsenal,178cm,05-06-1997,6.66,7.05,7.05,5.96,6.25,6.59,6.23,6.4,6.02,6.15,6.436000000000002
69,297403,2019/2020,12(3),993,1,2,0,0.4,78.5,6.64,1.3,0.5,0.3,2.0,0.3,6.64,0.4,0.8,0.8,0.0,0.3,0.7,29.4,0.5,1.2,Kieran Tierney,Arsenal,178cm,05-06-1997,6.66,7.05,7.05,5.96,6.25,6.59,6.23,6.4,6.02,6.15,6.436000000000002
70,419077,2022/2023,0(1),1,0,0,0,0.0,66.7,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,Marquinhos,Norwich,175cm,07-04-2003,6.08,6.35,5.15,6.25,6.2,6.57,6.73,5.83,6.78,6.16,6.209999999999999
71,148503,2022/2023,35(1),3046,14,4,0,2.3,69.8,6.93,0.4,0.7,0.0,1.1,0.4,6.93,0.8,0.5,1.0,0.5,1.1,2.3,15.0,0.1,0.1,Ollie Watkins,Aston Villa,180cm,30-12-1995,7.49,7.85,7.54,9.71,6.3,6.63,6.08,6.22,6.45,6.46,7.072999999999999
72,148503,2021/2022,33(2),2955,11,7,0,2.2,70.9,6.9,0.5,0.9,0.0,0.7,0.4,6.9,1.0,1.1,1.1,0.5,1.5,2.5,19.3,0.0,0.2,Ollie Watkins,Aston Villa,180cm,30-12-1995,7.49,7.85,7.54,9.71,6.3,6.63,6.08,6.22,6.45,6.46,7.072999999999999
73,148503,2020/2021,37,3329,14,2,1,2.6,71.5,7.18,0.8,1.3,0.0,0.6,0.6,7.18,1.2,1.1,1.3,0.8,2.3,3.1,21.7,0.1,0.2,Ollie Watkins,Aston Villa,180cm,30-12-1995,7.49,7.85,7.54,9.71,6.3,6.63,6.08,6.22,6.45,6.46,7.072999999999999
74,337883,2022/2023,32(4),2843,5,6,1,0.9,86.7,6.92,2.0,1.2,0.0,0.6,0.9,6.92,1.2,0.7,1.1,0.1,0.9,1.0,46.2,0.6,2.2,Douglas Luiz,Aston Villa,175cm,09-05-1998,7.08,6.73,7.18,7.21,7.65,7.34,6.34,6.08,7.31,8.16,7.108
75,337883,2021/2022,31(3),2720,2,7,0,0.7,86.8,6.77,1.7,1.1,0.1,0.6,1.5,6.77,1.1,0.7,1.2,0.0,0.5,1.5,42.7,0.6,1.6,Douglas Luiz,Aston Villa,175cm,09-05-1998,7.08,6.73,7.18,7.21,7.65,7.34,6.34,6.08,7.31,8.16,7.108
76,337883,2020/2021,32(1),2790,0,8,1,0.8,85.7,6.67,1.5,1.8,0.0,1.2,1.2,6.67,0.6,0.7,1.5,0.0,0.5,0.8,42.9,0.1,3.3,Douglas Luiz,Aston Villa,175cm,09-05-1998,7.08,6.73,7.18,7.21,7.65,7.34,6.34,6.08,7.31,8.16,7.108
77,337883,2019/2020,28(8),2608,3,8,0,1.1,82.6,6.63,1.3,1.4,0.0,1.3,1.3,6.63,0.5,0.9,1.0,0.0,0.6,1.1,33.6,0.2,2.6,Douglas Luiz,Aston Villa,175cm,09-05-1998,7.08,6.73,7.18,7.21,7.65,7.34,6.34,6.08,7.31,8.16,7.108
78,102248,2022/2023,35,3051,0,7,0,0.0,72.3,6.88,0.0,0.0,0.0,0.8,0.1,6.88,0.1,0.0,0.2,0.0,0.0,0.1,34.6,0.0,6.7,Emiliano Martínez,Aston Villa,195cm,02-09-1992,8.91,6.73,7.58,7.25,7.02,6.44,7.33,6.3,6.03,7.29,7.087999999999999
79,102248,2021/2022,36,3240,0,4,0,0.0,70.4,6.63,0.0,0.0,0.0,0.3,0.1,6.63,0.0,0.0,0.2,0.0,0.0,0.0,26.0,0.0,4.8,Emiliano Martínez,Aston Villa,195cm,02-09-1992,8.91,6.73,7.58,7.25,7.02,6.44,7.33,6.3,6.03,7.29,7.087999999999999
80,102248,2020/2021,38,3420,0,1,0,0.0,62.5,7.0,0.1,0.0,0.0,0.4,0.0,7.0,0.1,0.0,0.2,0.0,0.0,0.0,29.8,0.0,7.0,Emiliano Martínez,Aston Villa,195cm,02-09-1992,8.91,6.73,7.58,7.25,7.02,6.44,7.33,6.3,6.03,7.29,7.087999999999999
