Team,# Pl,Age,Poss,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls_Conceded,Ast_Conceded,G-PK_Conceded,PK_Conceded,PKatt_Conceded,CrdY_Conceded,CrdR_Conceded,Pts/MP
Leicester City,0.3333333333333333,0.6800000000000004,0.19999999999999996,0.3333333333333333,0.35,0.3357664233576642,0.3333333333333333,0.4,0.38461538461538464,0.0,0.65,0.6222222222222222,0.6470588235294118,0.7090909090909091,0.2727272727272727,0.23076923076923078,0.4,0.3378995433789954
Stoke City,0.4166666666666667,0.8600000000000001,0.3353846153846153,0.2222222222222222,0.21666666666666667,0.2116788321167883,0.21794871794871795,0.4,0.38461538461538464,0.0,0.48333333333333334,0.5333333333333333,0.5098039215686274,0.5636363636363636,0.09090909090909091,0.15384615384615385,0.8,0.3378995433789954
Crystal Palace,0.8333333333333334,0.6600000000000001,0.3076923076923076,0.35802469135802467,0.35,0.35036496350364965,0.358974358974359,0.4,0.46153846153846156,0.0,0.6833333333333333,0.6666666666666666,0.6862745098039216,0.7636363636363637,0.18181818181818182,0.15384615384615385,0.65,0.3013698630136987
Swansea City,0.5,0.6,0.3846153846153845,0.32098765432098764,0.3333333333333333,0.32116788321167883,0.3333333333333333,0.3,0.15384615384615385,0.0,0.7166666666666667,0.6666666666666666,0.7058823529411765,0.7272727272727273,0.5454545454545454,0.6153846153846154,0.55,0.3013698630136987
Burnley,0.5,0.6600000000000001,0.15076923076923068,0.24691358024691357,0.21666666666666667,0.22627737226277372,0.21794871794871795,0.6,0.38461538461538464,0.0,0.5166666666666667,0.5333333333333333,0.5294117647058824,0.5454545454545454,0.36363636363636365,0.38461538461538464,0.55,0.28767123287671237
Watford,1.0,0.9200000000000003,0.32923076923076927,0.24691358024691357,0.26666666666666666,0.24817518248175183,0.2564102564102564,0.3,0.15384615384615385,0.0,0.7333333333333333,0.7333333333333333,0.7450980392156863,0.8,0.2727272727272727,0.3076923076923077,0.5,0.28767123287671237
Hull City,0.5833333333333334,0.6,0.323076923076923,0.20987654320987653,0.21666666666666667,0.20437956204379562,0.21794871794871795,0.3,0.15384615384615385,0.0,0.8833333333333333,0.8666666666666667,0.8921568627450981,0.8181818181818182,1.0,1.0,0.4,0.21461187214611874
Middlesbrough,0.5,0.5800000000000004,0.36615384615384605,0.08641975308641975,0.18333333333333332,0.11678832116788321,0.10256410256410256,0.2,0.07692307692307693,0.0,0.5166666666666667,0.5111111111111111,0.5196078431372549,0.5454545454545454,0.36363636363636365,0.38461538461538464,0.5166666666666667,0.14611872146118723
Sunderland,0.8333333333333334,0.4800000000000004,0.1323076923076924,0.1111111111111111,0.0,0.051094890510948905,0.08974358974358974,0.5,0.3076923076923077,0.0,0.75,0.8222222222222222,0.7941176470588235,0.8,0.36363636363636365,0.3076923076923077,0.43333333333333335,0.09589041095890412
Manchester City,0.0,0.46000000000000013,1.0,0.8888888888888888,1.0,0.948905109489051,0.9230769230769231,0.3,0.23076923076923078,0.43564356435643564,0.016666666666666666,0.0,0.0,0.0,0.36363636363636365,0.3076923076923077,0.36666666666666664,0.9863013698630138
Liverpool,0.16666666666666666,0.3400000000000006,0.8123076923076921,0.8271604938271605,0.7333333333333333,0.7956204379562044,0.8076923076923077,0.7,0.46153846153846156,0.38613861386138615,0.0,0.044444444444444446,0.00980392156862745,0.05454545454545454,0.0,0.07692307692307693,0.26666666666666666,0.9726027397260274
Chelsea,0.25,0.5800000000000004,0.8461538461538459,0.5185185185185185,0.6833333333333333,0.5912408759124088,0.5128205128205128,0.5,0.3076923076923077,0.48514851485148514,0.2833333333333333,0.35555555555555557,0.3137254901960784,0.34545454545454546,0.09090909090909091,0.15384615384615385,0.5166666666666667,0.6712328767123288
Tottenham,0.5833333333333334,0.4800000000000004,0.726153846153846,0.5802469135802469,0.6,0.5912408759124088,0.5897435897435898,0.4,0.23076923076923078,0.5643564356435643,0.23333333333333334,0.3111111111111111,0.2647058823529412,0.2545454545454545,0.2727272727272727,0.38461538461538464,0.48333333333333334,0.6621004566210047
Arsenal,0.5833333333333334,0.46000000000000013,0.6984615384615384,0.6172839506172839,0.6833333333333333,0.6496350364963503,0.6282051282051282,0.4,0.3076923076923077,0.7227722772277227,0.4666666666666667,0.4,0.4411764705882353,0.43636363636363634,0.6363636363636364,0.5384615384615384,0.7333333333333333,0.6484018264840183
Manchester Utd,0.5833333333333334,0.38000000000000045,0.5938461538461538,0.5679012345679012,0.48333333333333334,0.5328467153284672,0.5128205128205128,0.9,0.8461538461538461,0.7425742574257426,0.48333333333333334,0.5111111111111111,0.5,0.4727272727272727,0.5454545454545454,0.46153846153846156,0.5833333333333334,0.6027397260273973
Wolves,0.0,0.3400000000000006,0.35076923076923067,0.3333333333333333,0.4,0.35766423357664234,0.3333333333333333,0.4,0.23076923076923078,0.7227722772277227,0.3333333333333333,0.4,0.3627450980392157,0.36363636363636365,0.2727272727272727,0.3076923076923077,0.7333333333333333,0.4931506849315069
Everton,0.16666666666666666,0.2600000000000001,0.4953846153846153,0.41975308641975306,0.38333333333333336,0.40145985401459855,0.44871794871794873,0.2,0.3076923076923077,0.5544554455445545,0.36666666666666664,0.2222222222222222,0.30392156862745096,0.41818181818181815,0.18181818181818182,0.38461538461538464,0.75,0.4566210045662101
Leicester City,0.3333333333333333,0.3,0.47692307692307684,0.35802469135802467,0.38333333333333336,0.36496350364963503,0.34615384615384615,0.5,0.46153846153846156,0.594059405940594,0.43333333333333335,0.4888888888888889,0.46078431372549017,0.43636363636363634,0.45454545454545453,0.38461538461538464,0.6333333333333333,0.43378995433789963
West Ham,0.4166666666666667,0.6400000000000006,0.40615384615384614,0.3950617283950617,0.36666666666666664,0.3795620437956204,0.38461538461538464,0.5,0.3076923076923077,0.5841584158415841,0.5333333333333333,0.5777777777777777,0.5588235294117647,0.5636363636363636,0.36363636363636365,0.38461538461538464,0.4166666666666667,0.43378995433789963
Watford,0.3333333333333333,0.8200000000000003,0.34769230769230774,0.3950617283950617,0.4666666666666667,0.4233576642335766,0.4358974358974359,0.1,0.0,0.7821782178217822,0.5666666666666667,0.5333333333333333,0.5588235294117647,0.6,0.36363636363636365,0.38461538461538464,0.3,0.41095890410958913
Crystal Palace,0.4166666666666667,0.6,0.3015384615384616,0.35802469135802467,0.36666666666666664,0.35766423357664234,0.28205128205128205,1.0,0.7692307692307693,0.5742574257425742,0.5,0.4666666666666667,0.49019607843137253,0.5272727272727272,0.36363636363636365,0.38461538461538464,0.5,0.3972602739726028
Newcastle Utd,0.25,0.5,0.1538461538461538,0.2716049382716049,0.36666666666666664,0.30656934306569344,0.3076923076923077,0.1,0.15384615384615385,0.5643564356435643,0.4166666666666667,0.4,0.4117647058823529,0.4,0.5454545454545454,0.46153846153846156,0.43333333333333335,0.34703196347031967
Bournemouth,0.5833333333333334,0.44000000000000056,0.35384615384615375,0.4444444444444444,0.5333333333333333,0.48175182481751827,0.41025641025641024,0.7,0.6153846153846154,0.594059405940594,0.75,0.7555555555555555,0.7647058823529411,0.7818181818181819,0.45454545454545453,0.38461538461538464,0.9833333333333333,0.34703196347031967
Burnley,0.16666666666666666,0.7200000000000003,0.17846153846153856,0.2962962962962963,0.35,0.31386861313868614,0.32051282051282054,0.2,0.07692307692307693,0.7425742574257426,0.7,0.6444444444444445,0.6862745098039216,0.7818181818181819,0.18181818181818182,0.23076923076923078,0.43333333333333335,0.28767123287671237
Southampton,0.75,0.2,0.2461538461538461,0.30864197530864196,0.26666666666666666,0.2846715328467153,0.3076923076923077,0.4,0.3076923076923077,0.7227722772277227,0.6666666666666666,0.7777777777777778,0.7254901960784313,0.7454545454545455,0.18181818181818182,0.23076923076923078,0.5,0.27853881278538817
Brighton,0.0,0.6,0.21538461538461534,0.19753086419753085,0.21666666666666667,0.19708029197080293,0.1794871794871795,0.5,0.38461538461538464,0.6039603960396039,0.6333333333333333,0.5555555555555556,0.6078431372549019,0.5636363636363636,0.9090909090909091,0.7692307692307693,0.3333333333333333,0.24200913242009134
Cardiff City,0.3333333333333333,0.6600000000000001,0.0,0.1728395061728395,0.15,0.15328467153284672,0.1794871794871795,0.3,0.23076923076923078,0.6534653465346535,0.7833333333333333,0.8666666666666667,0.8333333333333334,0.8363636363636363,0.36363636363636365,0.5384615384615384,0.2833333333333333,0.21461187214611874
Fulham,0.5833333333333334,0.3200000000000003,0.41230769230769215,0.1728395061728395,0.21666666666666667,0.18248175182481752,0.19230769230769232,0.2,0.15384615384615385,0.693069306930693,0.95,1.0,0.9901960784313726,1.0,0.45454545454545453,0.5384615384615384,0.18333333333333332,0.11872146118721465
Huddersfield,0.8333333333333334,0.36000000000000015,0.36307692307692313,0.024691358024691357,0.03333333333333333,0.014598540145985401,0.05128205128205128,0.1,0.0,0.5544554455445545,0.8833333333333333,0.9333333333333333,0.9215686274509803,0.8909090909090909,0.6363636363636364,0.6153846153846154,0.5666666666666667,0.0
Liverpool,0.25,0.44000000000000056,0.8461538461538459,0.7901234567901234,0.9666666666666667,0.8759124087591241,0.7948717948717948,0.5,0.3076923076923077,0.37623762376237624,0.16666666666666666,0.2,0.17647058823529413,0.21818181818181817,0.09090909090909091,0.07692307692307693,0.25,1.0
Manchester City,0.25,0.5,0.9476923076923076,1.0,0.9666666666666667,1.0,1.0,0.6,0.7692307692307693,0.6336633663366337,0.2,0.24444444444444444,0.21568627450980393,0.21818181818181817,0.2727272727272727,0.23076923076923078,0.35,0.7808219178082192
Manchester Utd,0.6666666666666666,0.08000000000000043,0.6276923076923075,0.5679012345679012,0.5333333333333333,0.5547445255474452,0.5,1.0,1.0,0.7227722772277227,0.21666666666666667,0.2222222222222222,0.21568627450980393,0.23636363636363636,0.2727272727272727,0.23076923076923078,0.7833333333333333,0.6027397260273973
Chelsea,0.5,0.22000000000000028,0.769230769230769,0.6172839506172839,0.5833333333333334,0.6058394160583942,0.5897435897435898,0.7,0.46153846153846156,0.594059405940594,0.48333333333333334,0.4888888888888889,0.49019607843137253,0.5454545454545454,0.18181818181818182,0.15384615384615385,0.7333333333333333,0.6027397260273973
Leicester City,0.25,0.3400000000000006,0.6676923076923076,0.5679012345679012,0.6166666666666667,0.5912408759124088,0.5641025641025641,0.5,0.46153846153846156,0.42574257425742573,0.2833333333333333,0.26666666666666666,0.27450980392156865,0.21818181818181817,0.7272727272727273,0.7692307692307693,0.6166666666666667,0.5525114155251142
Tottenham,0.6666666666666666,0.46000000000000013,0.5107692307692308,0.4567901234567901,0.4666666666666667,0.45985401459854014,0.47435897435897434,0.3,0.23076923076923078,0.8316831683168316,0.38333333333333336,0.28888888888888886,0.3431372549019608,0.38181818181818183,0.45454545454545453,0.5384615384615384,0.85,0.5159817351598174
Wolves,0.0,0.44000000000000056,0.39692307692307677,0.37037037037037035,0.38333333333333336,0.3722627737226277,0.3717948717948718,0.4,0.23076923076923078,0.6039603960396039,0.2833333333333333,0.3111111111111111,0.29411764705882354,0.34545454545454546,0.09090909090909091,0.23076923076923078,0.8833333333333333,0.5159817351598174
Arsenal,0.6666666666666666,0.2800000000000004,0.566153846153846,0.4567901234567901,0.4,0.4306569343065693,0.47435897435897434,0.3,0.15384615384615385,0.8712871287128713,0.43333333333333335,0.35555555555555557,0.4019607843137255,0.4,0.6363636363636364,0.6153846153846154,0.7833333333333333,0.4794520547945206
Sheffield Utd,0.4166666666666667,0.5,0.23692307692307696,0.20987654320987653,0.23333333333333334,0.2116788321167883,0.24358974358974358,0.1,0.0,0.6237623762376238,0.2833333333333333,0.3111111111111111,0.29411764705882354,0.34545454545454546,0.09090909090909091,0.23076923076923078,0.23333333333333334,0.4566210045662101
Burnley,0.08333333333333333,0.7200000000000003,0.19999999999999996,0.2716049382716049,0.31666666666666665,0.2846715328467153,0.28205128205128205,0.3,0.15384615384615385,0.6633663366336634,0.45,0.5333333333333333,0.49019607843137253,0.4727272727272727,0.36363636363636365,0.38461538461538464,0.16666666666666666,0.4566210045662101
Southampton,0.3333333333333333,0.3,0.4153846153846153,0.3950617283950617,0.35,0.3722627737226277,0.4230769230769231,0.2,0.3076923076923077,0.5445544554455446,0.6166666666666667,0.6,0.6176470588235294,0.6727272727272727,0.2727272727272727,0.3076923076923077,0.5833333333333334,0.43378995433789963
Everton,0.25,0.22000000000000028,0.41846153846153844,0.2839506172839506,0.35,0.30656934306569344,0.32051282051282054,0.1,0.0,0.7524752475247525,0.5166666666666667,0.5555555555555556,0.5392156862745098,0.5636363636363636,0.2727272727272727,0.3076923076923077,0.48333333333333334,0.3972602739726028
Newcastle Utd,0.5833333333333334,0.42000000000000026,0.11076923076923079,0.2345679012345679,0.3,0.25547445255474455,0.28205128205128205,0.0,0.0,0.6534653465346535,0.5666666666666667,0.5333333333333333,0.5588235294117647,0.6363636363636364,0.18181818181818182,0.15384615384615385,0.4166666666666667,0.3378995433789954
Crystal Palace,0.3333333333333333,1.0,0.2892307692307691,0.12345679012345678,0.15,0.12408759124087591,0.1282051282051282,0.3,0.15384615384615385,0.6138613861386139,0.43333333333333335,0.4888888888888889,0.46078431372549017,0.5272727272727272,0.0,0.07692307692307693,0.9333333333333333,0.3242009132420091
Brighton,0.3333333333333333,0.4,0.5169230769230769,0.19753086419753085,0.21666666666666667,0.19708029197080293,0.23076923076923078,0.1,0.07692307692307693,0.5841584158415841,0.5,0.6222222222222222,0.5588235294117647,0.5636363636363636,0.18181818181818182,0.15384615384615385,0.48333333333333334,0.3013698630136987
West Ham,0.6666666666666666,0.6,0.26769230769230773,0.37037037037037035,0.4166666666666667,0.38686131386861317,0.3717948717948718,0.4,0.23076923076923078,0.6336633663366337,0.6166666666666667,0.7777777777777778,0.696078431372549,0.6363636363636364,0.45454545454545453,0.46153846153846156,0.21666666666666667,0.27853881278538817
Aston Villa,0.5833333333333334,0.2600000000000001,0.26769230769230773,0.25925925925925924,0.35,0.291970802919708,0.2948717948717949,0.1,0.15384615384615385,0.693069306930693,0.7333333333333333,0.6666666666666666,0.7156862745098039,0.7636363636363637,0.45454545454545453,0.46153846153846156,0.9666666666666667,0.22831050228310504
Bournemouth,0.5,0.16000000000000014,0.26769230769230773,0.2345679012345679,0.21666666666666667,0.21897810218978103,0.23076923076923078,0.4,0.23076923076923078,0.7722772277227723,0.7166666666666667,0.6888888888888889,0.7156862745098039,0.7454545454545455,0.45454545454545453,0.46153846153846156,0.5833333333333334,0.21461187214611874
Watford,0.4166666666666667,0.9,0.23076923076923073,0.19753086419753085,0.16666666666666666,0.17518248175182483,0.15384615384615385,0.7,0.5384615384615384,0.7920792079207921,0.65,0.5111111111111111,0.5980392156862745,0.6181818181818182,0.7272727272727273,0.6923076923076923,0.5666666666666667,0.21461187214611874
Norwich City,0.75,0.3200000000000003,0.42769230769230754,0.07407407407407407,0.11666666666666667,0.08029197080291971,0.08974358974358974,0.2,0.07692307692307693,0.6732673267326733,0.8333333333333334,0.8,0.8333333333333334,0.8909090909090909,0.36363636363636365,0.5384615384615384,0.43333333333333335,0.05936073059360734
Manchester City,0.25,0.3400000000000006,0.8646153846153845,0.7777777777777778,0.7333333333333333,0.7664233576642335,0.782051282051282,0.5,0.6153846153846154,0.45544554455445546,0.15,0.06666666666666667,0.10784313725490197,0.07272727272727272,0.7272727272727273,0.7692307692307693,0.48333333333333334,0.8401826484018264
Manchester Utd,0.6666666666666666,0.24000000000000057,0.6246153846153846,0.6296296296296297,0.6666666666666666,0.6496350364963503,0.5641025641025641,1.0,0.7692307692307693,0.6336633663366337,0.3333333333333333,0.3111111111111111,0.3235294117647059,0.34545454545454546,0.36363636363636365,0.3076923076923077,0.5333333333333333,0.6986301369863014
Liverpool,0.5833333333333334,0.4800000000000004,0.8215384615384614,0.5679012345679012,0.5333333333333333,0.5547445255474452,0.5512820512820513,0.6,0.38461538461538464,0.39603960396039606,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.34545454545454546,0.36363636363636365,0.6153846153846154,0.4,0.6392694063926941
Chelsea,0.5,0.3200000000000003,0.7846153846153845,0.4567901234567901,0.45,0.45255474452554745,0.41025641025641024,0.8,0.6923076923076923,0.504950495049505,0.21666666666666667,0.26666666666666666,0.23529411764705882,0.23636363636363636,0.2727272727272727,0.3076923076923077,0.4,0.6118721461187215
Leicester City,0.5,0.42000000000000026,0.5815384615384613,0.5555555555555556,0.5666666666666667,0.5620437956204379,0.48717948717948717,1.0,0.8461538461538461,0.6039603960396039,0.43333333333333335,0.3333333333333333,0.39215686274509803,0.45454545454545453,0.36363636363636365,0.3076923076923077,0.48333333333333334,0.6027397260273973
West Ham,0.25,0.6800000000000004,0.24000000000000007,0.5061728395061729,0.5833333333333334,0.5401459854014599,0.5384615384615384,0.2,0.23076923076923078,0.49504950495049505,0.35,0.4444444444444444,0.39215686274509803,0.38181818181818183,0.2727272727272727,0.38461538461538464,0.3333333333333333,0.589041095890411
Tottenham,0.25,0.5600000000000002,0.49846153846153846,0.5802469135802469,0.65,0.6131386861313869,0.5769230769230769,0.5,0.3076923076923077,0.5643564356435643,0.3333333333333333,0.2222222222222222,0.28431372549019607,0.23636363636363636,0.9090909090909091,0.7692307692307693,0.75,0.5525114155251142
Arsenal,0.6666666666666666,0.3,0.5569230769230769,0.41975308641975306,0.45,0.4306569343065693,0.3974358974358974,0.6,0.38461538461538464,0.48514851485148514,0.21666666666666667,0.24444444444444444,0.22549019607843138,0.2545454545454545,0.18181818181818182,0.23076923076923078,0.7,0.5433789954337901
Leeds United,0.16666666666666666,0.3400000000000006,0.6738461538461537,0.5061728395061729,0.5666666666666667,0.5328467153284672,0.5128205128205128,0.4,0.23076923076923078,0.6039603960396039,0.5,0.4888888888888889,0.5,0.45454545454545453,0.7272727272727273,0.6923076923076923,0.2833333333333333,0.5159817351598174
Everton,0.6666666666666666,0.38000000000000045,0.33846153846153837,0.32098765432098764,0.35,0.3284671532846715,0.32051282051282054,0.4,0.3076923076923077,0.5841584158415841,0.4166666666666667,0.4222222222222222,0.4215686274509804,0.45454545454545453,0.2727272727272727,0.3076923076923077,0.5666666666666667,0.5159817351598174
Aston Villa,0.25,0.16000000000000014,0.40307692307692305,0.4074074074074074,0.45,0.4233576642335766,0.3974358974358974,0.5,0.38461538461538464,0.7029702970297029,0.38333333333333336,0.35555555555555557,0.37254901960784315,0.38181818181818183,0.45454545454545453,0.46153846153846156,0.6833333333333333,0.4703196347031964
Newcastle Utd,0.5,0.5400000000000006,0.10461538461538455,0.30864197530864196,0.25,0.2773722627737226,0.28205128205128205,0.6,0.46153846153846156,0.6435643564356436,0.6166666666666667,0.6,0.6176470588235294,0.6545454545454545,0.36363636363636365,0.38461538461538464,0.4666666666666667,0.34703196347031967
Wolves,0.5,0.38000000000000045,0.42769230769230754,0.18518518518518517,0.16666666666666666,0.1678832116788321,0.1794871794871795,0.4,0.23076923076923078,0.5445544554455446,0.45,0.4444444444444444,0.45098039215686275,0.41818181818181815,0.6363636363636364,0.6153846153846154,0.5,0.34703196347031967
Crystal Palace,0.25,0.9400000000000006,0.16000000000000006,0.24691358024691357,0.3,0.26277372262773724,0.2564102564102564,0.3,0.23076923076923078,0.5544554455445545,0.7333333333333333,0.7333333333333333,0.7450980392156863,0.8,0.2727272727272727,0.3076923076923077,0.2,0.3378995433789954
Southampton,0.6666666666666666,0.44000000000000056,0.5107692307692308,0.345679012345679,0.36666666666666664,0.35036496350364965,0.3333333333333333,0.5,0.38461538461538464,0.5148514851485149,0.75,0.6666666666666666,0.7254901960784313,0.7272727272727273,0.7272727272727273,0.6923076923076923,0.43333333333333335,0.3242009132420091
Brighton,0.5,0.2800000000000004,0.48307692307692307,0.24691358024691357,0.21666666666666667,0.22627737226277372,0.21794871794871795,0.6,0.6153846153846154,0.48514851485148514,0.36666666666666664,0.35555555555555557,0.3627450980392157,0.34545454545454546,0.5454545454545454,0.5384615384615384,0.31666666666666665,0.3013698630136987
Burnley,0.3333333333333333,0.7800000000000005,0.2061538461538462,0.16049382716049382,0.15,0.145985401459854,0.16666666666666666,0.3,0.15384615384615385,0.4752475247524752,0.5333333333333333,0.7333333333333333,0.6274509803921569,0.5818181818181818,0.2727272727272727,0.23076923076923078,0.0,0.27853881278538817
Fulham,0.5833333333333334,0.16000000000000014,0.44000000000000006,0.08641975308641975,0.11666666666666667,0.08759124087591241,0.08974358974358974,0.3,0.38461538461538464,0.6633663366336634,0.5,0.4444444444444444,0.4803921568627451,0.4727272727272727,0.6363636363636364,0.5384615384615384,0.13333333333333333,0.14611872146118723
West Brom,0.75,0.4,0.0769230769230769,0.1728395061728395,0.15,0.15328467153284672,0.16666666666666666,0.4,0.23076923076923078,0.504950495049505,0.85,0.8444444444444444,0.8627450980392157,0.8545454545454545,0.6363636363636364,0.8461538461538461,0.3,0.11872146118721465
Sheffield Utd,0.5,0.46000000000000013,0.19384615384615395,0.0,0.03333333333333333,0.0,0.0,0.3,0.23076923076923078,0.7227722772277227,0.6333333333333333,0.6888888888888889,0.6666666666666666,0.6909090909090909,0.2727272727272727,0.3076923076923077,0.11666666666666667,0.08675799086757992
Manchester City,0.4166666666666667,0.5200000000000002,1.0,0.9506172839506173,0.8666666666666667,0.927007299270073,0.9358974358974359,0.7,0.6153846153846154,0.4158415841584158,0.06666666666666667,0.2,0.11764705882352941,0.10909090909090909,0.09090909090909091,0.07692307692307693,0.6,0.9269406392694065
Liverpool,0.5,0.6600000000000001,0.84,0.9259259259259259,1.0,0.9708029197080292,0.9102564102564102,0.7,0.5384615384615384,0.49504950495049505,0.05,0.08888888888888889,0.058823529411764705,0.10909090909090909,0.0,0.0,0.5166666666666667,0.9132420091324202
Chelsea,0.4166666666666667,0.6,0.8123076923076921,0.691358024691358,0.6833333333333333,0.6934306569343066,0.6538461538461539,0.8,0.6153846153846154,0.6237623762376238,0.16666666666666666,0.13333333333333333,0.14705882352941177,0.12727272727272726,0.5454545454545454,0.46153846153846156,0.6166666666666667,0.6986301369863014
Tottenham,0.3333333333333333,0.42000000000000026,0.5046153846153845,0.5432098765432098,0.65,0.5912408759124088,0.5384615384615384,0.5,0.3076923076923077,0.6831683168316832,0.2833333333333333,0.3333333333333333,0.30392156862745096,0.32727272727272727,0.18181818181818182,0.15384615384615385,0.85,0.6621004566210047
Arsenal,0.5,0.0,0.5353846153846152,0.5061728395061729,0.5,0.5036496350364964,0.5,0.5,0.5384615384615384,0.6633663366336634,0.4166666666666667,0.4222222222222222,0.4215686274509804,0.41818181818181815,0.45454545454545453,0.46153846153846156,0.6166666666666667,0.6392694063926941
Manchester Utd,0.6666666666666666,0.5600000000000002,0.5323076923076924,0.4567901234567901,0.5833333333333334,0.5109489051094891,0.47435897435897434,0.3,0.3076923076923077,0.7623762376237624,0.5333333333333333,0.6,0.5686274509803921,0.5818181818181818,0.2727272727272727,0.38461538461538464,0.26666666666666666,0.5068493150684932
West Ham,0.3333333333333333,0.7600000000000001,0.3846153846153845,0.48148148148148145,0.5833333333333334,0.5255474452554745,0.48717948717948717,0.4,0.38461538461538464,0.5148514851485149,0.45,0.5333333333333333,0.49019607843137253,0.509090909090909,0.18181818181818182,0.46153846153846156,0.2833333333333333,0.4794520547945206
Leicester City,0.5833333333333334,0.42000000000000026,0.5107692307692308,0.5308641975308642,0.5833333333333334,0.5547445255474452,0.5641025641025641,0.2,0.07692307692307693,0.5445544554455446,0.6,0.4888888888888889,0.5588235294117647,0.5818181818181818,0.6363636363636364,0.6923076923076923,0.4666666666666667,0.43378995433789963
Brighton,0.4166666666666667,0.36000000000000015,0.5846153846153845,0.25925925925925924,0.31666666666666665,0.2773722627737226,0.2564102564102564,0.4,0.46153846153846156,0.7128712871287128,0.36666666666666664,0.4444444444444444,0.4019607843137255,0.4,0.2727272727272727,0.3076923076923077,0.8,0.42009132420091333
Wolves,0.4166666666666667,0.5800000000000004,0.43384615384615377,0.19753086419753085,0.18333333333333332,0.18248175182481752,0.23076923076923078,0.1,0.0,0.6138613861386139,0.3333333333333333,0.2,0.27450980392156865,0.2545454545454545,0.8181818181818182,0.7692307692307693,0.9666666666666667,0.42009132420091333
Newcastle Utd,0.6666666666666666,0.6200000000000003,0.1538461538461538,0.2716049382716049,0.2,0.23357664233576642,0.28205128205128205,0.3,0.15384615384615385,0.801980198019802,0.6333333333333333,0.6444444444444445,0.6470588235294118,0.6545454545454545,0.45454545454545453,0.46153846153846156,0.7166666666666667,0.3972602739726028
