,player_id,season,team_x,tournament,apps,mins,goals,assists,yels,reds,shoots_per_game,pass_success,overall_ratings,tackles,intercepts,fouls,offsides_won,clear,drb,blocks,key_pass,drb_won,fouls_given,offsides_given,dispossessed,turnover,total_pass,crosses,long_pass,Name,team_y,Current Team,Shirt Number,Height,birth_date,Nationality,Positions,rating_1,rating_2,rating_3,rating_4,rating_5,rating_6,rating_7,rating_8,rating_9,rating_10
0,115279,2022/2023,Fulham,EPL,22(1),1935,14,,6,0,3.9,60.9,7.15,0.6,,1.3,0,0.8,0.3,7.15,0.7,1,1.7,0.6,2.3,2.7,20.6,0,1,Aleksandar Mitrovic,,Fulham,9,189cm,16-09-1994,Serbia,Forward,N/A,6.97,N/A,6.68,6.84,N/A,7.21,6.62,7,7.27
1,115279,2020/2021,Fulham,EPL,13(14),1390,3,,3,0,2.2,73.5,6.50,0.3,,0.8,0,0.3,0.2,6.50,0.9,0.3,0.9,0.1,0.6,2.2,14,0.1,0.3,Aleksandar Mitrovic,,Fulham,9,189cm,16-09-1994,Serbia,Forward,N/A,6.97,N/A,6.68,6.84,N/A,7.21,6.62,7,7.27
2,115279,2018/2019,Fulham,EPL,37,3282,11,,7,0,3.5,72,7.03,0.5,,1.6,0,1.4,0.3,7.03,0.8,0.6,1.6,0.9,2.6,3,27.7,0,0.4,Aleksandar Mitrovic,,Fulham,9,189cm,16-09-1994,Serbia,Forward,N/A,6.97,N/A,6.68,6.84,N/A,7.21,6.62,7,7.27
3,115279,2017/2018,Newcastle,EPL,0(6),89,1,,0,0,0.7,72.2,6.43,0.2,,0.5,0,0.3,0.2,6.43,0.5,0.3,0.8,0.2,0.5,0.3,9,0,0,Aleksandar Mitrovic,,Fulham,9,189cm,16-09-1994,Serbia,Forward,N/A,6.97,N/A,6.68,6.84,N/A,7.21,6.62,7,7.27
4,115279,2015/2016,Newcastle,EPL,22(12),2117,9,,4,2,2.3,71.8,6.67,0.7,,1.5,0,0.9,0.6,6.67,0.9,0.5,1.5,0.5,2,2.5,21.1,0,0.4,Aleksandar Mitrovic,,Fulham,9,189cm,16-09-1994,Serbia,Forward,N/A,6.97,N/A,6.68,6.84,N/A,7.21,6.62,7,7.27
0,29463,2022/2023,Fulham,EPL,24(2),2054,5,,2,0,1.6,82.2,6.99,0.5,,0.4,0,0.3,0.7,6.99,1.8,1.4,0.9,0.2,0.9,1.6,31.3,0.5,2,Willian,,Fulham,20,175cm,09-08-1988,Brazil,"Attacking Midfielder (Centre, Left, Right)",N/A,6.23,N/A,6.68,7.55,7.01,6.09,9.15,7.01,7.95
1,29463,2020/2021,Arsenal,EPL,16(9),1407,1,,0,0,0.8,87.5,6.65,0.5,,0.2,0,0.2,0.4,6.65,1.3,0.5,0.8,0.2,0.6,0.9,27.1,1.1,1.4,Willian,,Fulham,20,175cm,09-08-1988,Brazil,"Attacking Midfielder (Centre, Left, Right)",N/A,6.23,N/A,6.68,7.55,7.01,6.09,9.15,7.01,7.95
2,29463,2019/2020,Chelsea,EPL,29(7),2605,9,,4,0,2,82.7,7.31,1.3,,0.5,0,0.2,0.8,7.31,2.1,1.8,1.3,0.1,0.8,1.7,39.9,1.4,1.8,Willian,,Fulham,20,175cm,09-08-1988,Brazil,"Attacking Midfielder (Centre, Left, Right)",N/A,6.23,N/A,6.68,7.55,7.01,6.09,9.15,7.01,7.95
3,29463,2018/2019,Chelsea,EPL,26(6),2109,3,,2,0,1.9,85.7,7.06,1.1,,0.4,0,0.3,0.5,7.06,2.5,1.2,1,0.3,1.2,1.6,38.4,1.2,1.2,Willian,,Fulham,20,175cm,09-08-1988,Brazil,"Attacking Midfielder (Centre, Left, Right)",N/A,6.23,N/A,6.68,7.55,7.01,6.09,9.15,7.01,7.95
4,29463,2017/2018,Chelsea,EPL,20(16),1883,6,,1,0,1.5,80.2,7.01,0.6,,0.3,0,0.3,0.4,7.01,1.7,1.9,1,0.1,0.9,1.6,25.7,0.6,1.1,Willian,,Fulham,20,175cm,09-08-1988,Brazil,"Attacking Midfielder (Centre, Left, Right)",N/A,6.23,N/A,6.68,7.55,7.01,6.09,9.15,7.01,7.95
