,player_id,season,team_x,tournament,apps,mins,goals,assists,yels,reds,shoots_per_game,pass_success,overall_ratings,tackles,intercepts,fouls,offsides_won,clear,drb,blocks,key_pass,drb_won,fouls_given,offsides_given,dispossessed,turnover,total_pass,crosses,long_pass,Name,team_y,Current Team,Shirt Number,Height,birth_date,Nationality,Positions,rating_1,rating_2,rating_3,rating_4,rating_5,rating_6,rating_7,rating_8,rating_9,rating_10
0,83532,2022/2023,Tottenham,EPL,37,3318,28,,6,0,3.4,71.9,7.47,0.4,,0.8,0.1,0.4,0.4,7.47,1.5,1,1.5,0.4,1.6,1.9,22,0.2,1.9,Harry Kane,,Tottenham,10,188cm,28-07-1993,England,"Attacking Midfielder (Centre), Forward",7.52,6.96,8.11,6.66,7.12,8.12,7.56,7.72,7.05,7.28
1,83532,2021/2022,Tottenham,EPL,36(1),3232,17,,5,0,3.6,70.3,7.45,0.4,,1.1,0.1,1.1,0.3,7.45,1.4,1.5,1.5,0.4,1.6,2.6,23.6,0.2,1.8,Harry Kane,,Tottenham,10,188cm,28-07-1993,England,"Attacking Midfielder (Centre), Forward",7.52,6.96,8.11,6.66,7.12,8.12,7.56,7.72,7.05,7.28
2,83532,2020/2021,Tottenham,EPL,35,3087,23,,1,0,3.9,69.9,7.79,0.6,,0.7,0,1.1,0.5,7.79,1.4,1.5,1.7,0.4,1.5,1.8,25.9,0.2,1.9,Harry Kane,,Tottenham,10,188cm,28-07-1993,England,"Attacking Midfielder (Centre), Forward",7.52,6.96,8.11,6.66,7.12,8.12,7.56,7.72,7.05,7.28
3,83532,2019/2020,Tottenham,EPL,29,2590,18,,4,0,2.8,66.7,7.33,0.6,,1.3,0,1,0.4,7.33,0.9,1,1.5,0.7,1.1,2.3,19.1,0.1,0.8,Harry Kane,,Tottenham,10,188cm,28-07-1993,England,"Attacking Midfielder (Centre), Forward",7.52,6.96,8.11,6.66,7.12,8.12,7.56,7.72,7.05,7.28
4,83532,2018/2019,Tottenham,EPL,27(1),2427,17,,5,0,3.6,73.1,7.38,0.4,,1.1,0,0.5,0.5,7.38,1.1,1.4,1.9,0.4,1.6,2.9,19.7,0.1,1.6,Harry Kane,,Tottenham,10,188cm,28-07-1993,England,"Attacking Midfielder (Centre), Forward",7.52,6.96,8.11,6.66,7.12,8.12,7.56,7.72,7.05,7.28
5,83532,2017/2018,Tottenham,EPL,35(2),3083,30,,5,0,5,71.2,7.60,0.5,,0.9,0,0.5,0.3,7.60,0.9,1.3,1.1,1.1,1.6,1.7,17.8,0.1,1.6,Harry Kane,,Tottenham,10,188cm,28-07-1993,England,"Attacking Midfielder (Centre), Forward",7.52,6.96,8.11,6.66,7.12,8.12,7.56,7.72,7.05,7.28
6,83532,2016/2017,Tottenham,EPL,29(1),2536,29,,3,0,3.7,71.7,7.71,0.7,,0.8,0,0.7,0.3,7.71,1.4,1.3,1.5,0.6,1.7,2.8,19.9,0.2,0.6,Harry Kane,,Tottenham,10,188cm,28-07-1993,England,"Attacking Midfielder (Centre), Forward",7.52,6.96,8.11,6.66,7.12,8.12,7.56,7.72,7.05,7.28
7,83532,2015/2016,Tottenham,EPL,38,3370,25,,5,0,4.2,73.1,7.53,0.8,,1.1,0,0.8,0.3,7.53,1.2,1.3,1.4,0.8,2.4,1.8,25.3,0.1,1.2,Harry Kane,,Tottenham,10,188cm,28-07-1993,England,"Attacking Midfielder (Centre), Forward",7.52,6.96,8.11,6.66,7.12,8.12,7.56,7.72,7.05,7.28
8,83532,2014/2015,Tottenham,EPL,28(6),2582,21,,4,0,3.3,75.2,7.28,1,,1,0,0.6,0.5,7.28,0.8,1.5,1.3,1,2.8,2.1,25.4,0.2,0.8,Harry Kane,,Tottenham,10,188cm,28-07-1993,England,"Attacking Midfielder (Centre), Forward",7.52,6.96,8.11,6.66,7.12,8.12,7.56,7.72,7.05,7.28
9,83532,2013/2014,Tottenham,EPL,6(4),500,3,,0,0,2.8,76.9,6.87,0.5,,0.3,0,0.5,0.4,6.87,0.7,0.5,1.1,0.5,0.9,1.1,16,0,0.6,Harry Kane,,Tottenham,10,188cm,28-07-1993,England,"Attacking Midfielder (Centre), Forward",7.52,6.96,8.11,6.66,7.12,8.12,7.56,7.72,7.05,7.28
10,83532,2012/2013,Tottenham,EPL,0(1),4,0,,0,0,0,0,6.13,1,,0,0,0,0,6.13,0,0,0,0,0,0,0,0,0,Harry Kane,,Tottenham,10,188cm,28-07-1993,England,"Attacking Midfielder (Centre), Forward",7.52,6.96,8.11,6.66,7.12,8.12,7.56,7.72,7.05,7.28
11,83532,2012/2013,Norwich,EPL,1(2),135,0,,0,0,1.3,74.3,6.43,0.7,,1.3,0,0.7,0,6.43,0.3,0.7,1.3,0.3,2.3,0.7,11.7,0,0.7,Harry Kane,,Tottenham,10,188cm,28-07-1993,England,"Attacking Midfielder (Centre), Forward",7.52,6.96,8.11,6.66,7.12,8.12,7.56,7.72,7.05,7.28
0,303657,2022/2023,Tottenham,EPL,17(1),1506,5,,8,0,0.8,85.2,7.22,2.5,,1.3,0,1.2,0.7,7.22,0.6,1.2,0.4,0,0.9,1.2,47.6,0.2,1.3,Rodrigo Bentancur,,Tottenham,30,187cm,25-06-1997,Uruguay,Midfielder (Centre),6.26,8.33,7.48,7.06,7.17,6.09,6.83,N/A,7.14,7.4
