,player_id,season,team_x,tournament,apps,mins,goals,assists,yels,reds,shoots_per_game,pass_success,overall_ratings,tackles,intercepts,fouls,offsides_won,clear,drb,blocks,key_pass,drb_won,fouls_given,offsides_given,dispossessed,turnover,total_pass,crosses,long_pass,Name,team_y,Current Team,Shirt Number,Height,birth_date,Nationality,Positions,rating_1,rating_2,rating_3,rating_4,rating_5,rating_6,rating_7,rating_8,rating_9,rating_10
0,123761,2022/2023,Man Utd,EPL,36,3236,7,,6,0,2.5,78.1,7.43,1.9,,1.2,0,1,1.1,7.43,3.1,0.9,1.1,0.4,1.2,1.2,50.4,0.8,3.2,Bruno Fernandes,,Manchester United,8,179cm,08-09-1994,Portugal,"Midfielder (Centre, Left, Right)",7.75,8.34,N/A,7.93,7.9,7.28,6.94,8.68,7.56,8.01
1,123761,2021/2022,Man Utd,EPL,35(1),3120,10,,10,0,2.5,78.3,7.03,1.5,,0.9,0.1,1.1,1.8,7.03,2.5,0.7,1.3,0.1,1.1,1.3,52.8,1.1,3.3,Bruno Fernandes,,Manchester United,8,179cm,08-09-1994,Portugal,"Midfielder (Centre, Left, Right)",7.75,8.34,N/A,7.93,7.9,7.28,6.94,8.68,7.56,8.01
2,123761,2020/2021,Man Utd,EPL,35(2),3110,18,,6,0,3.3,78.3,7.43,1.5,,1.2,0,0.7,2,7.43,2.6,0.6,1.4,0.1,1,1.5,57.1,1.1,3.8,Bruno Fernandes,,Manchester United,8,179cm,08-09-1994,Portugal,"Midfielder (Centre, Left, Right)",7.75,8.34,N/A,7.93,7.9,7.28,6.94,8.68,7.56,8.01
3,123761,2019/2020,Man Utd,EPL,14,1223,8,,2,0,3.1,75.7,7.73,1.6,,0.6,0,1,2.4,7.73,2.1,1.1,1,0.1,0.9,2.1,55.5,1,3.3,Bruno Fernandes,,Manchester United,8,179cm,08-09-1994,Portugal,"Midfielder (Centre, Left, Right)",7.75,8.34,N/A,7.93,7.9,7.28,6.94,8.68,7.56,8.01
0,88526,2022/2023,Man Utd,EPL,23(4),2059,4,,7,2,1.1,78.5,7.20,3.3,,1.7,0,2.2,1.6,7.20,1,0.3,0.9,0,0.5,0.7,50.4,0.1,3.4,Casemiro,,Manchester United,18,185cm,23-02-1992,Brazil,Defensive Midfielder (C),7.63,6.44,N/A,6.71,8.12,6.56,6.77,7.72,8.66,8.08
0,300299,2022/2023,Man Utd,EPL,31(3),2813,17,,2,0,3,78.4,7.09,0.6,,0.4,0,0.4,0.4,7.09,0.9,1.6,0.7,0.4,1.3,2.4,22.3,0.1,0.8,Marcus Rashford,,Manchester United,10,180cm,31-10-1997,England,"Attacking Midfielder (Centre, Left, Right), Forward",5.72,7.75,7.62,6.08,N/A,8,6.45,7.1,7.02,7.99
1,300299,2021/2022,Man Utd,EPL,13(12),1233,4,,2,0,0.9,76.1,6.35,0.2,,0.5,0,0.2,0.4,6.35,0.4,0.9,0.7,0.6,1,1.6,15.7,0,0.2,Marcus Rashford,,Manchester United,10,180cm,31-10-1997,England,"Attacking Midfielder (Centre, Left, Right), Forward",5.72,7.75,7.62,6.08,N/A,8,6.45,7.1,7.02,7.99
2,300299,2020/2021,Man Utd,EPL,33(4),2928,11,,4,0,2.1,82.1,7.13,0.5,,0.7,0.1,0.3,0.5,7.13,1.2,2.2,1.1,0.7,1.4,2.1,32.1,0.2,0.9,Marcus Rashford,,Manchester United,10,180cm,31-10-1997,England,"Attacking Midfielder (Centre, Left, Right), Forward",5.72,7.75,7.62,6.08,N/A,8,6.45,7.1,7.02,7.99
3,300299,2019/2020,Man Utd,EPL,31,2655,17,,3,0,3.1,77.3,7.35,0.4,,0.7,0,0.5,0.5,7.35,1.1,1.9,1.5,0.4,1.1,2.1,30.4,0.3,1.2,Marcus Rashford,,Manchester United,10,180cm,31-10-1997,England,"Attacking Midfielder (Centre, Left, Right), Forward",5.72,7.75,7.62,6.08,N/A,8,6.45,7.1,7.02,7.99
4,300299,2018/2019,Man Utd,EPL,26(7),2345,10,,3,1,2.5,78.1,6.95,0.7,,0.8,0,0.7,0.7,6.95,1.2,1.3,1.6,0.5,1.4,2.5,20.2,0.3,0.5,Marcus Rashford,,Manchester United,10,180cm,31-10-1997,England,"Attacking Midfielder (Centre, Left, Right), Forward",5.72,7.75,7.62,6.08,N/A,8,6.45,7.1,7.02,7.99
5,300299,2017/2018,Man Utd,EPL,17(18),1810,7,,3,0,1.7,78.3,6.76,0.4,,0.6,0,0.4,0.3,6.76,0.6,1.3,0.5,0.3,0.9,1.3,16.5,0.3,0.5,Marcus Rashford,,Manchester United,10,180cm,31-10-1997,England,"Attacking Midfielder (Centre, Left, Right), Forward",5.72,7.75,7.62,6.08,N/A,8,6.45,7.1,7.02,7.99
6,300299,2016/2017,Man Utd,EPL,16(16),1703,5,,3,0,1.4,78.7,6.58,0.5,,0.5,0,0.2,0.3,6.58,0.7,1.2,1,0.3,1.2,1.5,17,0.4,0.3,Marcus Rashford,,Manchester United,10,180cm,31-10-1997,England,"Attacking Midfielder (Centre, Left, Right), Forward",5.72,7.75,7.62,6.08,N/A,8,6.45,7.1,7.02,7.99
7,300299,2015/2016,Man Utd,EPL,11,862,5,,0,0,1.5,76.9,6.94,0.6,,0.5,0,0.8,0.3,6.94,0.5,0.8,0.8,0.4,2,2.3,18.1,0,0.2,Marcus Rashford,,Manchester United,10,180cm,31-10-1997,England,"Attacking Midfielder (Centre, Left, Right), Forward",5.72,7.75,7.62,6.08,N/A,8,6.45,7.1,7.02,7.99
0,353418,2022/2023,Man Utd,EPL,23(2),2065,1,,6,0,0.8,80.3,6.97,2.1,,0.8,0.1,2,0.5,6.97,1.2,0.8,0.1,0,0.2,0.7,46,0.6,2.8,Diogo Dalot,,Manchester United,20,183cm,18-03-1999,Portugal,"Defender (Left, Right), Midfielder (Right)",7.04,6.17,7.09,7.6,6.1,N/A,6.7,7.43,6.33,6
