HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
Birmingham,Portsmouth,0.1111111111111111,0.0,H,0.0,0.0,D,L Probert,0.19047619047619047,0.2903225806451613,0.20833333333333334,0.2,0.4583333333333333,0.76,0.21052631578947367,0.2631578947368421,0.0,0.5555555555555556,0.0,0.0
Burnley,Man United,0.1111111111111111,0.0,H,0.2,0.0,H,A Wiley,0.16666666666666666,0.5806451612903226,0.08333333333333333,0.45,0.3333333333333333,0.44,0.05263157894736842,0.631578947368421,0.2857142857142857,0.1111111111111111,0.0,0.0
Hull,Tottenham,0.1111111111111111,0.5555555555555556,A,0.2,0.6,A,C Foy,0.19047619047619047,0.5806451612903226,0.2916666666666667,0.6,0.9583333333333334,0.48,0.3157894736842105,0.2631578947368421,0.42857142857142855,0.2222222222222222,0.0,0.0
Liverpool,Stoke,0.4444444444444444,0.0,H,0.4,0.0,H,P Walton,0.40476190476190477,0.1935483870967742,0.5416666666666666,0.15,0.4166666666666667,0.32,0.5789473684210527,0.2631578947368421,0.0,0.1111111111111111,0.0,0.0
Wigan,Man United,0.0,0.5555555555555556,A,0.0,0.0,D,H Webb,0.35714285714285715,0.5161290322580645,0.2916666666666667,0.65,0.4583333333333333,0.28,0.15789473684210525,0.2631578947368421,0.2857142857142857,0.2222222222222222,0.0,0.0
Sunderland,Blackburn,0.2222222222222222,0.1111111111111111,H,0.2,0.2,D,A Wiley,0.16666666666666666,0.5806451612903226,0.20833333333333334,0.25,0.5,0.52,0.0,0.5263157894736842,0.2857142857142857,0.1111111111111111,0.0,0.0
Man City,Wolves,0.1111111111111111,0.0,H,0.2,0.0,H,L Mason,0.35714285714285715,0.3225806451612903,0.4583333333333333,0.1,0.2916666666666667,0.4,0.2631578947368421,0.3157894736842105,0.0,0.1111111111111111,0.0,0.0
Birmingham,Stoke,0.0,0.0,D,0.0,0.0,D,C Foy,0.16666666666666666,0.41935483870967744,0.25,0.15,0.3333333333333333,0.48,0.15789473684210525,0.15789473684210525,0.0,0.3333333333333333,0.0,0.0
Arsenal,Portsmouth,0.4444444444444444,0.1111111111111111,H,0.4,0.2,H,S Bennett,0.42857142857142855,0.2903225806451613,0.6666666666666666,0.2,0.375,0.36,0.42105263157894735,0.21052631578947367,0.14285714285714285,0.0,0.0,0.0
Hull,Bolton,0.1111111111111111,0.0,H,0.0,0.0,D,M Jones,0.2619047619047619,0.6451612903225806,0.20833333333333334,0.5,0.7916666666666666,0.72,0.21052631578947367,0.631578947368421,0.42857142857142855,0.2222222222222222,0.0,0.0
Burnley,Everton,0.1111111111111111,0.0,H,0.2,0.0,H,P Dowd,0.16666666666666666,0.5483870967741935,0.16666666666666666,0.55,0.4583333333333333,0.48,0.15789473684210525,0.3684210526315789,0.14285714285714285,0.0,0.0,0.0
Fulham,Chelsea,0.0,0.2222222222222222,A,0.0,0.2,A,A Marriner,0.07142857142857142,0.3870967741935484,0.041666666666666664,0.2,0.4583333333333333,0.36,0.21052631578947367,0.3684210526315789,0.0,0.0,0.0,0.0
West Ham,Tottenham,0.1111111111111111,0.2222222222222222,A,0.0,0.0,D,M Clattenburg,0.38095238095238093,0.5483870967741935,0.3333333333333333,0.5,0.5416666666666666,0.4,0.21052631578947367,0.42105263157894735,0.2857142857142857,0.1111111111111111,0.0,0.0
Liverpool,Aston Villa,0.1111111111111111,0.3333333333333333,A,0.0,0.4,A,M Atkinson,0.47619047619047616,0.22580645161290322,0.5,0.2,0.625,0.4,0.5263157894736842,0.21052631578947367,0.42857142857142855,0.2222222222222222,0.0,0.0
Man United,Arsenal,0.2222222222222222,0.1111111111111111,H,0.0,0.2,A,M Dean,0.21428571428571427,0.2903225806451613,0.16666666666666666,0.15,0.875,0.56,0.3157894736842105,0.2631578947368421,0.42857142857142855,0.6666666666666666,0.0,0.0
Wolves,Hull,0.1111111111111111,0.1111111111111111,D,0.0,0.2,A,S Attwell,0.5476190476190477,0.16129032258064516,0.7083333333333334,0.2,0.4583333333333333,0.56,0.42105263157894735,0.10526315789473684,0.0,0.2222222222222222,0.0,0.0
Tottenham,Birmingham,0.2222222222222222,0.1111111111111111,H,0.0,0.0,D,P Walton,0.4523809523809524,0.3548387096774194,0.5833333333333334,0.3,0.5,0.36,0.3684210526315789,0.15789473684210525,0.2857142857142857,0.2222222222222222,0.0,0.0
Stoke,Sunderland,0.1111111111111111,0.0,H,0.2,0.0,H,M Jones,0.2857142857142857,0.2903225806451613,0.2916666666666667,0.3,0.375,0.28,0.5263157894736842,0.5263157894736842,0.0,0.2222222222222222,0.0,0.0
Bolton,Liverpool,0.2222222222222222,0.3333333333333333,A,0.2,0.2,D,A Wiley,0.16666666666666666,0.8387096774193549,0.20833333333333334,0.7,0.5833333333333334,0.24,0.2631578947368421,0.5789473684210527,0.42857142857142855,0.1111111111111111,0.5,0.0
Blackburn,West Ham,0.0,0.0,D,0.0,0.0,D,P Dowd,0.42857142857142855,0.3548387096774194,0.375,0.25,0.5416666666666666,0.68,0.2631578947368421,0.10526315789473684,0.14285714285714285,0.3333333333333333,0.0,0.0
Chelsea,Burnley,0.3333333333333333,0.0,H,0.2,0.0,H,M Clattenburg,0.6190476190476191,0.0967741935483871,0.7083333333333334,0.0,0.2916666666666667,0.16,0.5263157894736842,0.05263157894736842,0.0,0.1111111111111111,0.0,0.0
Portsmouth,Man City,0.0,0.1111111111111111,A,0.0,0.2,A,H Webb,0.23809523809523808,0.3870967741935484,0.25,0.4,0.5,0.24,0.15789473684210525,0.5789473684210527,0.2857142857142857,0.1111111111111111,0.0,0.0
Aston Villa,Fulham,0.2222222222222222,0.0,H,0.2,0.0,H,S Bennett,0.19047619047619047,0.1935483870967742,0.16666666666666666,0.15,0.375,0.32,0.47368421052631576,0.21052631578947367,0.14285714285714285,0.2222222222222222,0.0,0.0
Everton,Wigan,0.2222222222222222,0.1111111111111111,H,0.0,0.0,D,L Probert,0.5952380952380952,0.3870967741935484,0.5833333333333334,0.35,0.4583333333333333,0.92,0.631578947368421,0.2631578947368421,0.14285714285714285,0.5555555555555556,0.0,0.0
Tottenham,Man United,0.1111111111111111,0.3333333333333333,A,0.2,0.4,A,A Marriner,0.23809523809523808,0.5483870967741935,0.2916666666666667,0.65,0.6666666666666666,0.48,0.15789473684210525,0.47368421052631576,0.42857142857142855,0.2222222222222222,0.0,0.5
Sunderland,Hull,0.4444444444444444,0.1111111111111111,H,0.2,0.2,D,M Atkinson,0.14285714285714285,0.1935483870967742,0.16666666666666666,0.25,0.75,0.56,0.3684210526315789,0.42105263157894735,0.2857142857142857,0.2222222222222222,0.0,0.0
Wigan,West Ham,0.1111111111111111,0.0,H,0.0,0.0,D,A Wiley,0.2619047619047619,0.3870967741935484,0.25,0.25,0.5416666666666666,0.4,0.3157894736842105,0.3684210526315789,0.2857142857142857,0.1111111111111111,0.0,0.0
Stoke,Chelsea,0.1111111111111111,0.2222222222222222,A,0.2,0.2,D,M Dean,0.07142857142857142,0.5806451612903226,0.08333333333333333,0.5,0.5416666666666666,0.4,0.21052631578947367,0.7368421052631579,0.42857142857142855,0.3333333333333333,0.0,0.0
Blackburn,Wolves,0.3333333333333333,0.1111111111111111,H,0.2,0.0,H,S Bennett,0.2857142857142857,0.2903225806451613,0.4166666666666667,0.25,0.5416666666666666,0.6,0.5263157894736842,0.3157894736842105,0.14285714285714285,0.2222222222222222,0.0,0.0
Man City,Arsenal,0.4444444444444444,0.2222222222222222,H,0.2,0.0,H,M Clattenburg,0.21428571428571427,0.6129032258064516,0.25,0.45,0.5416666666666666,0.44,0.15789473684210525,0.631578947368421,0.42857142857142855,0.2222222222222222,0.0,0.0
Liverpool,Burnley,0.4444444444444444,0.0,H,0.4,0.0,H,L Mason,0.6190476190476191,0.1935483870967742,0.6666666666666666,0.15,0.3333333333333333,0.36,0.3684210526315789,0.2631578947368421,0.0,0.2222222222222222,0.0,0.0
Portsmouth,Bolton,0.2222222222222222,0.3333333333333333,A,0.2,0.4,A,C Foy,0.47619047619047616,0.45161290322580644,0.4583333333333333,0.3,0.7083333333333334,0.64,0.3684210526315789,0.2631578947368421,0.2857142857142857,0.0,0.0,0.0
Birmingham,Aston Villa,0.0,0.1111111111111111,A,0.0,0.0,D,H Webb,0.23809523809523808,0.3870967741935484,0.2916666666666667,0.25,0.4166666666666667,0.76,0.3684210526315789,0.05263157894736842,0.14285714285714285,0.2222222222222222,0.0,0.0
Fulham,Everton,0.2222222222222222,0.1111111111111111,H,0.0,0.2,A,P Walton,0.30952380952380953,0.1935483870967742,0.3333333333333333,0.3,0.25,0.36,0.2631578947368421,0.15789473684210525,0.14285714285714285,0.0,0.0,0.0
West Ham,Liverpool,0.2222222222222222,0.3333333333333333,A,0.4,0.4,D,A Marriner,0.16666666666666666,0.6129032258064516,0.20833333333333334,0.75,0.5416666666666666,0.64,0.21052631578947367,0.21052631578947367,0.42857142857142855,0.3333333333333333,0.0,0.0
Burnley,Sunderland,0.3333333333333333,0.1111111111111111,H,0.2,0.2,D,C Foy,0.21428571428571427,0.25806451612903225,0.125,0.25,0.16666666666666666,0.56,0.21052631578947367,0.21052631578947367,0.0,0.3333333333333333,0.0,0.0
Hull,Birmingham,0.0,0.1111111111111111,A,0.0,0.0,D,P Dowd,0.35714285714285715,0.45161290322580644,0.4583333333333333,0.45,0.625,0.48,0.5263157894736842,0.42105263157894735,0.0,0.2222222222222222,0.0,0.0
Aston Villa,Portsmouth,0.2222222222222222,0.0,H,0.4,0.0,H,S Attwell,0.14285714285714285,0.5483870967741935,0.20833333333333334,0.6,0.7083333333333334,0.44,0.3684210526315789,0.2631578947368421,0.2857142857142857,0.0,0.0,0.0
Arsenal,Wigan,0.4444444444444444,0.0,H,0.2,0.0,H,M Jones,0.5238095238095238,0.25806451612903225,0.4583333333333333,0.25,0.25,0.68,0.3157894736842105,0.21052631578947367,0.2857142857142857,0.2222222222222222,0.0,0.0
Bolton,Stoke,0.1111111111111111,0.1111111111111111,D,0.0,0.0,D,M Clattenburg,0.23809523809523808,0.3225806451612903,0.20833333333333334,0.3,0.25,0.4,0.21052631578947367,0.3157894736842105,0.2857142857142857,0.2222222222222222,0.0,0.0
Chelsea,Tottenham,0.3333333333333333,0.0,H,0.2,0.0,H,H Webb,0.5714285714285714,0.2903225806451613,0.625,0.2,0.2916666666666667,0.32,0.5789473684210527,0.15789473684210525,0.0,0.2222222222222222,0.0,0.0
Everton,Blackburn,0.3333333333333333,0.0,H,0.2,0.0,H,L Mason,0.40476190476190477,0.22580645161290322,0.4583333333333333,0.2,0.625,0.68,0.3157894736842105,0.10526315789473684,0.14285714285714285,0.2222222222222222,0.0,0.0
Man United,Man City,0.4444444444444444,0.3333333333333333,H,0.2,0.2,D,M Atkinson,0.47619047619047616,0.3225806451612903,0.4583333333333333,0.3,0.625,0.52,0.5789473684210527,0.05263157894736842,0.2857142857142857,0.2222222222222222,0.0,0.0
Wolves,Fulham,0.2222222222222222,0.1111111111111111,H,0.2,0.0,H,K Friend,0.2619047619047619,0.0967741935483871,0.16666666666666666,0.05,0.5833333333333334,0.4,0.15789473684210525,0.15789473684210525,0.14285714285714285,0.1111111111111111,0.0,0.0
Stoke,Man United,0.0,0.2222222222222222,A,0.0,0.0,D,H Webb,0.023809523809523808,0.41935483870967744,0.041666666666666664,0.35,0.375,0.28,0.10526315789473684,0.3684210526315789,0.14285714285714285,0.1111111111111111,0.0,0.0
Wigan,Chelsea,0.3333333333333333,0.1111111111111111,H,0.2,0.0,H,P Dowd,0.3333333333333333,0.45161290322580644,0.375,0.4,0.4583333333333333,0.4,0.21052631578947367,0.3684210526315789,0.14285714285714285,0.2222222222222222,0.0,0.5
Tottenham,Burnley,0.5555555555555556,0.0,H,0.4,0.0,H,M Dean,0.40476190476190477,0.3225806451612903,0.5,0.35,0.4166666666666667,0.52,0.10526315789473684,0.3684210526315789,0.14285714285714285,0.1111111111111111,0.0,0.0
Portsmouth,Everton,0.0,0.1111111111111111,A,0.0,0.2,A,A Wiley,0.35714285714285715,0.3870967741935484,0.5,0.4,0.5833333333333334,0.64,0.2631578947368421,0.3157894736842105,0.0,0.3333333333333333,0.0,0.0
Birmingham,Bolton,0.1111111111111111,0.2222222222222222,A,0.0,0.2,A,S Bennett,0.2619047619047619,0.3225806451612903,0.25,0.2,0.375,0.64,0.42105263157894735,0.21052631578947367,0.2857142857142857,0.1111111111111111,0.0,0.0
Fulham,Arsenal,0.0,0.1111111111111111,A,0.0,0.0,D,M Atkinson,0.40476190476190477,0.45161290322580644,0.5,0.2,0.5833333333333334,0.4,0.21052631578947367,0.3157894736842105,0.5714285714285714,0.0,0.0,0.0
Blackburn,Aston Villa,0.2222222222222222,0.1111111111111111,H,0.2,0.2,D,M Clattenburg,0.3333333333333333,0.3225806451612903,0.2916666666666667,0.25,0.5833333333333334,0.4,0.3157894736842105,0.2631578947368421,0.2857142857142857,0.3333333333333333,0.5,0.0
Liverpool,Hull,0.6666666666666666,0.1111111111111111,H,0.4,0.2,H,P Walton,0.5,0.22580645161290322,0.5833333333333334,0.15,0.4166666666666667,0.08,0.6842105263157895,0.10526315789473684,0.14285714285714285,0.4444444444444444,0.0,0.0
Sunderland,Wolves,0.5555555555555556,0.2222222222222222,H,0.2,0.0,H,L Mason,0.21428571428571427,0.4838709677419355,0.3333333333333333,0.55,0.75,0.4,0.3684210526315789,0.42105263157894735,0.14285714285714285,0.3333333333333333,0.0,0.0
Man City,West Ham,0.3333333333333333,0.1111111111111111,H,0.4,0.2,H,C Foy,0.4523809523809524,0.3870967741935484,0.5,0.4,0.75,0.52,0.5789473684210527,0.2631578947368421,0.14285714285714285,0.1111111111111111,0.0,0.0
Bolton,Tottenham,0.2222222222222222,0.2222222222222222,D,0.2,0.2,D,M Jones,0.2619047619047619,0.5483870967741935,0.375,0.45,0.625,0.6,0.2631578947368421,0.3157894736842105,0.2857142857142857,0.1111111111111111,0.0,0.0
Burnley,Birmingham,0.2222222222222222,0.1111111111111111,H,0.0,0.0,D,K Friend,0.3333333333333333,0.3225806451612903,0.5416666666666666,0.3,0.7083333333333334,0.4,0.42105263157894735,0.21052631578947367,0.0,0.3333333333333333,0.0,0.0
Hull,Wigan,0.2222222222222222,0.1111111111111111,H,0.0,0.0,D,M Clattenburg,0.23809523809523808,0.41935483870967744,0.25,0.25,0.5833333333333334,0.28,0.21052631578947367,0.10526315789473684,0.0,0.2222222222222222,0.0,0.0
Man United,Sunderland,0.2222222222222222,0.2222222222222222,D,0.0,0.2,A,A Wiley,0.38095238095238093,0.12903225806451613,0.375,0.15,0.4583333333333333,0.56,0.7368421052631579,0.05263157894736842,0.2857142857142857,0.3333333333333333,0.0,0.5
Wolves,Portsmouth,0.0,0.1111111111111111,A,0.0,0.2,A,H Webb,0.23809523809523808,0.3870967741935484,0.20833333333333334,0.4,0.3333333333333333,0.44,0.42105263157894735,0.3157894736842105,0.14285714285714285,0.2222222222222222,0.0,0.0
West Ham,Fulham,0.2222222222222222,0.2222222222222222,D,0.2,0.0,H,P Dowd,0.4523809523809524,0.3225806451612903,0.4166666666666667,0.3,0.5,0.32,0.42105263157894735,0.21052631578947367,0.42857142857142855,0.2222222222222222,0.0,0.5
Everton,Stoke,0.1111111111111111,0.1111111111111111,D,0.0,0.0,D,A Marriner,0.5476190476190477,0.25806451612903225,0.7083333333333334,0.3,0.20833333333333334,0.56,0.5789473684210527,0.21052631578947367,0.14285714285714285,0.3333333333333333,0.0,0.0
Arsenal,Blackburn,0.6666666666666666,0.2222222222222222,H,0.6,0.4,H,P Walton,0.5476190476190477,0.22580645161290322,0.75,0.35,0.375,0.36,0.42105263157894735,0.05263157894736842,0.14285714285714285,0.1111111111111111,0.0,0.0
Chelsea,Liverpool,0.2222222222222222,0.0,H,0.0,0.0,D,M Atkinson,0.2619047619047619,0.3870967741935484,0.3333333333333333,0.15,0.5833333333333334,0.64,0.2631578947368421,0.42105263157894735,0.14285714285714285,0.1111111111111111,0.0,0.0
Aston Villa,Man City,0.1111111111111111,0.1111111111111111,D,0.2,0.0,H,M Dean,0.2619047619047619,0.2903225806451613,0.25,0.35,0.4166666666666667,0.28,0.3157894736842105,0.3157894736842105,0.14285714285714285,0.2222222222222222,0.0,0.0
Arsenal,Birmingham,0.3333333333333333,0.1111111111111111,H,0.4,0.2,H,L Probert,0.4523809523809524,0.0967741935483871,0.5,0.1,0.3333333333333333,0.6,0.3684210526315789,0.15789473684210525,0.14285714285714285,0.2222222222222222,0.0,0.0
Aston Villa,Chelsea,0.2222222222222222,0.1111111111111111,H,0.2,0.2,D,K Friend,0.14285714285714285,0.6774193548387096,0.20833333333333334,0.65,0.7916666666666666,0.48,0.3157894736842105,0.47368421052631576,0.2857142857142857,0.1111111111111111,0.0,0.0
Everton,Wolves,0.1111111111111111,0.1111111111111111,D,0.0,0.0,D,S Attwell,0.2857142857142857,0.3870967741935484,0.20833333333333334,0.3,0.25,0.56,0.3157894736842105,0.2631578947368421,0.14285714285714285,0.3333333333333333,0.0,0.5
Man United,Bolton,0.2222222222222222,0.1111111111111111,H,0.4,0.0,H,M Clattenburg,0.2857142857142857,0.4838709677419355,0.2916666666666667,0.35,0.625,0.28,0.6842105263157895,0.05263157894736842,0.0,0.1111111111111111,0.0,0.0
Portsmouth,Tottenham,0.1111111111111111,0.2222222222222222,A,0.0,0.4,A,P Dowd,0.5238095238095238,0.2903225806451613,0.5416666666666666,0.2,0.5833333333333334,0.48,0.5263157894736842,0.47368421052631576,0.42857142857142855,0.3333333333333333,0.5,0.5
Stoke,West Ham,0.2222222222222222,0.1111111111111111,H,0.2,0.2,D,M Atkinson,0.23809523809523808,0.3870967741935484,0.16666666666666666,0.55,0.6666666666666666,0.48,0.2631578947368421,0.3157894736842105,0.42857142857142855,0.3333333333333333,0.0,0.0
Sunderland,Liverpool,0.1111111111111111,0.0,H,0.2,0.0,H,M Jones,0.2857142857142857,0.4838709677419355,0.2916666666666667,0.3,0.8333333333333334,0.64,0.05263157894736842,0.3684210526315789,0.2857142857142857,0.1111111111111111,0.0,0.0
Blackburn,Burnley,0.3333333333333333,0.2222222222222222,H,0.6,0.2,H,C Foy,0.2619047619047619,0.2903225806451613,0.25,0.25,0.75,0.52,0.15789473684210525,0.10526315789473684,0.42857142857142855,0.3333333333333333,0.0,0.0
Wigan,Man City,0.1111111111111111,0.1111111111111111,D,0.2,0.0,H,A Wiley,0.2857142857142857,0.16129032258064516,0.2916666666666667,0.2,0.625,0.4,0.3157894736842105,0.3157894736842105,0.2857142857142857,0.1111111111111111,0.0,0.5
Fulham,Hull,0.2222222222222222,0.0,H,0.2,0.0,H,A Marriner,0.38095238095238093,0.16129032258064516,0.4583333333333333,0.1,0.5416666666666666,0.56,0.3684210526315789,0.21052631578947367,0.14285714285714285,0.1111111111111111,0.0,0.0
Tottenham,Stoke,0.0,0.1111111111111111,A,0.0,0.0,D,L Probert,0.5,0.25806451612903225,0.5,0.1,0.3333333333333333,0.68,0.3684210526315789,0.05263157894736842,0.0,0.3333333333333333,0.0,0.0
Hull,Portsmouth,0.0,0.0,D,0.0,0.0,D,S Attwell,0.14285714285714285,0.25806451612903225,0.125,0.1,0.6666666666666666,0.88,0.3157894736842105,0.3157894736842105,0.2857142857142857,0.1111111111111111,0.0,0.0
Wolves,Aston Villa,0.1111111111111111,0.1111111111111111,D,0.0,0.0,D,P Walton,0.16666666666666666,0.3870967741935484,0.16666666666666666,0.4,0.4166666666666667,0.6,0.42105263157894735,0.15789473684210525,0.14285714285714285,0.2222222222222222,0.0,0.0
Burnley,Wigan,0.1111111111111111,0.3333333333333333,A,0.2,0.2,D,L Mason,0.2619047619047619,0.41935483870967744,0.375,0.4,0.5,0.4,0.3684210526315789,0.21052631578947367,0.2857142857142857,0.0,0.0,0.0
Birmingham,Sunderland,0.2222222222222222,0.1111111111111111,H,0.2,0.0,H,M Atkinson,0.42857142857142855,0.45161290322580644,0.5416666666666666,0.3,0.375,0.52,0.3157894736842105,0.42105263157894735,0.42857142857142855,0.1111111111111111,0.0,0.0
Chelsea,Blackburn,0.5555555555555556,0.0,H,0.2,0.0,H,A Wiley,0.5952380952380952,0.16129032258064516,0.625,0.1,0.3333333333333333,0.36,0.42105263157894735,0.0,0.0,0.1111111111111111,0.0,0.0
Bolton,Everton,0.3333333333333333,0.2222222222222222,H,0.4,0.2,H,P Dowd,0.2619047619047619,0.5483870967741935,0.3333333333333333,0.6,0.5833333333333334,0.56,0.21052631578947367,0.21052631578947367,0.42857142857142855,0.1111111111111111,0.0,0.0
Liverpool,Man United,0.2222222222222222,0.0,H,0.0,0.0,D,A Marriner,0.23809523809523808,0.22580645161290322,0.25,0.25,0.8333333333333334,0.4,0.2631578947368421,0.05263157894736842,0.2857142857142857,0.3333333333333333,0.5,0.5
Man City,Fulham,0.2222222222222222,0.2222222222222222,D,0.0,0.0,D,K Friend,0.4523809523809524,0.3548387096774194,0.2916666666666667,0.25,0.4583333333333333,0.44,0.7368421052631579,0.10526315789473684,0.0,0.2222222222222222,0.0,0.0
West Ham,Arsenal,0.2222222222222222,0.2222222222222222,D,0.0,0.4,A,C Foy,0.3333333333333333,0.4838709677419355,0.375,0.5,0.7083333333333334,0.56,0.3157894736842105,0.42105263157894735,0.42857142857142855,0.2222222222222222,0.5,0.0
Sunderland,West Ham,0.2222222222222222,0.2222222222222222,D,0.2,0.4,A,A Marriner,0.38095238095238093,0.4838709677419355,0.2916666666666667,0.45,0.5,0.6,0.3684210526315789,0.15789473684210525,0.42857142857142855,0.3333333333333333,0.5,0.5
Stoke,Wolves,0.2222222222222222,0.2222222222222222,D,0.4,0.0,H,C Foy,0.21428571428571427,0.3548387096774194,0.20833333333333334,0.35,0.5416666666666666,0.56,0.21052631578947367,0.15789473684210525,0.0,0.3333333333333333,0.0,0.0
Portsmouth,Wigan,0.4444444444444444,0.0,H,0.4,0.0,H,A Wiley,0.47619047619047616,0.25806451612903225,0.4583333333333333,0.15,0.4583333333333333,0.36,0.3684210526315789,0.21052631578947367,0.0,0.1111111111111111,0.0,0.0
Man United,Blackburn,0.2222222222222222,0.0,H,0.0,0.0,D,P Dowd,0.4523809523809524,0.06451612903225806,0.4583333333333333,0.05,0.4166666666666667,0.8,0.3684210526315789,0.10526315789473684,0.0,0.2222222222222222,0.0,0.0
Burnley,Hull,0.2222222222222222,0.0,H,0.2,0.0,H,M Jones,0.23809523809523808,0.25806451612903225,0.20833333333333334,0.3,0.5,0.48,0.42105263157894735,0.05263157894736842,0.14285714285714285,0.4444444444444444,0.0,0.5
Everton,Aston Villa,0.1111111111111111,0.1111111111111111,D,0.2,0.0,H,L Probert,0.19047619047619047,0.41935483870967744,0.16666666666666666,0.4,0.625,0.6,0.15789473684210525,0.21052631578947367,0.14285714285714285,0.3333333333333333,0.5,0.5
Bolton,Chelsea,0.0,0.4444444444444444,A,0.0,0.2,A,P Walton,0.3333333333333333,0.8709677419354839,0.25,0.85,0.375,0.24,0.42105263157894735,0.5263157894736842,0.14285714285714285,0.1111111111111111,0.5,0.0
Arsenal,Tottenham,0.3333333333333333,0.0,H,0.4,0.0,H,M Clattenburg,0.40476190476190477,0.22580645161290322,0.5,0.25,0.4166666666666667,0.36,0.3157894736842105,0.10526315789473684,0.14285714285714285,0.1111111111111111,0.0,0.0
Fulham,Liverpool,0.3333333333333333,0.1111111111111111,H,0.2,0.2,D,L Mason,0.21428571428571427,0.1935483870967742,0.25,0.15,0.4166666666666667,0.48,0.10526315789473684,0.10526315789473684,0.14285714285714285,0.0,0.0,1.0
Birmingham,Man City,0.0,0.0,D,0.0,0.0,D,M Dean,0.14285714285714285,0.45161290322580644,0.16666666666666666,0.3,0.375,0.28,0.21052631578947367,0.42105263157894735,0.42857142857142855,0.1111111111111111,0.5,0.0
West Ham,Aston Villa,0.2222222222222222,0.1111111111111111,H,0.2,0.0,H,S Bennett,0.30952380952380953,0.41935483870967744,0.2916666666666667,0.5,0.4583333333333333,0.44,0.3157894736842105,0.7368421052631579,0.2857142857142857,0.4444444444444444,0.0,0.5
Tottenham,Sunderland,0.2222222222222222,0.0,H,0.2,0.0,H,K Friend,0.21428571428571427,0.45161290322580644,0.3333333333333333,0.3,0.4166666666666667,0.72,0.21052631578947367,0.21052631578947367,0.14285714285714285,0.2222222222222222,0.0,0.0
Wolves,Arsenal,0.1111111111111111,0.4444444444444444,A,0.0,0.6,A,St Bennett,0.16666666666666666,0.3548387096774194,0.25,0.3,0.375,0.56,0.21052631578947367,0.21052631578947367,0.2857142857142857,0.3333333333333333,0.0,0.0
