team_id,team_name
13,Arsenal
24,Aston Villa
183,Bournemouth
189,Brentford
211,Brighton
15,Chelsea
162,Crystal Palace
31,Everton
170,Fulham
19,Leeds
14,Leicester
26,Liverpool
167,Manchester City
32,Manchester United
23,Newcastle
174,Nottingham Forest
18,Southampton
30,Tottenham
29,West Ham
161,Wolverhampton
